raw,identity,number,category,type,filled_words,honest_categories,asf,om,ps,ddp,svp,pr,an,cds,ddf,re,asm,is,qas,rci,dmc,or,pa,count
[I] er ment å være [M].,damene,plural,female,descriptive_verb,"['.\n«Ingen er så nydelig som du,» sa K', ' morsomme — for den saks skyld svært morsomme — så', '.\n«Meg, meg!» kakler jeg som', ' morsomme og lett nedsettende, ikke som en hent', ' en slags forkledning og kamuflering']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,damene,plural,female,descriptive_verb,"[' å ta seg ut på bilder i de derre', ' hoderegning.\n— Ikke vi heller, svarte d', ' å rope fra fortauet. De skriker', ' hår. Hun fletter og fletter og holder', ' mote. De er veldig glad i klær.\nPu']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,damene,plural,female,descriptive_verb,"[' arrangere blomster.\n— Å, jeg vet ikke. Mrs.', ' ta imot en innbydelse til en gentlem', ' oppføre seg. Med de pengene kunne en ung en', ' oppføre seg i selskapslivet.\nsom ikke', ' oppføre seg. Jeg mener, vi må da ha noen']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,brudene,plural,female,descriptive_verb,"[' bli kjærtegnet på brystene når de ligger', ' få seg en smak av livet i storbyen.\n', ' bli beundret når de er ute og spaser', ' ha på deg når du ikke er hjemme for å', ' spankulere rundt i miniskjørt og']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,brudene,plural,female,descriptive_verb,"[' oppføre seg. De er alltid så pene i', ' oppføre seg når man befinner seg i en så', ' bruke en slik dings, skal det godt gjøres å', ' elske. Iblant vet de det bare.', ' bruke, men de er ikke de eneste som har']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,brudene,plural,female,descriptive_verb,"[' «lykkelig gift». De har et barn sammen.', ' både unge og gamle, og det er kanskje det viktigste', ' like store, og den lille forskjellen i bredde mellom dem', ' anagrammer på navnene til foreldrene til bru', ' sammen med oss, å bo og arbeide sammen med oss.']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,brudene,plural,female,descriptive_verb,"[' å bli smigret, men nå som jeg er', ' det. Men han kjenner dem ikke like godt som mor', ' det. Han var på vei til å ta en bit', ' å lage mat. Men så er det sånn at det', ' å danse. Hvis du ikke ser henne, kan du']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,brudene,plural,female,descriptive_verb,"[' oppføre seg. Når hun ser at brudeparet', ' opptre under en vielse, sa hun. — Og denne', ' pynte seg.\nHENRIETTE - Ja,', ' gå opp midtgangen i en kirke, og hvordan', ' forholde seg i en sådan stund, for å fremstå']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,kjærestene,plural,male,descriptive_verb,"[' bli fortalt hvilke klær de skal kle seg i og', ' gå på skoleball og gå ut sammen med venner,', ' være i sentrum.\nkatt som gjør katter gla', ' gå på kino og spise burger og sånt.', ' høre det.\n«Den låten der er egentlig med']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,kjærestene,plural,male,descriptive_verb,"[' oppføre seg når man er på tur sammen. Hun', ' elske.\nMitt første minne:\nDa jeg var tre', ' gjøre seg sexy for menn.\nHan vet at jeg er', ' takle dette.\nSÅ DET VAR DET som var grunnen', ' snakke om det. De visste hva hun snakket om. Da']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,kjærestene,plural,male,descriptive_verb,"[' bare for ham, mens de tidligere kjærestene mine aldri', ' elskere.\nJeg kunne ha slått meg seiv i hodet', ' et symbol på noe i forholdet mellom den mann/', ' en slags krykker for hverandre, og at de på', ' det siste som skjer i en historie før det blir']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,kjærestene,plural,male,descriptive_verb,"[' enhjørninger.\nog sier: Jeg skal bli', ' å holde ting hemmelig. Kanskje det er derfor de', ' et eller annet vi ikke kan se, og det er', ' å gå videre i samme tralten etter en kr', ' å finne de riktige stedene for sånne greier.»']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,kjærestene,plural,male,descriptive_verb,"[' behandle en kvinne, men i stedet er de opptatt', ' behandle en kjæreste. Hun smilte mot ham med', ' behandle kjærester!\n- Hei, sa hun høyt', ' behandle en slik jente, for alt annet har jo', ' oppføre seg.\nJeg hadde i hvert fall aldri ligget']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,mannen,singular,male,descriptive_verb,"[' være sammen med deg. Det kan han selvsagt være. Men', ' vite mest mulig om det arbeidet han overlater til', ' tenke at hun får ham til å føle noe hun', ' få viljen sin i alt.\nKommer tilbake:', ' bruke sin makt.\nde som ikke er like sterke']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,mannen,singular,male,descriptive_verb,"[' oppføre seg. Og denne mannen visste det. Han gjorde', ' drepe et menneske. Nå kan kanskje vi fortelle deg', ' slå folk til marken. Det var da den ene', ' oppføre seg som en mann. Det er en evne', ' utnytte fordeler, og hvor man skal sette inn stø']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,mannen,singular,male,descriptive_verb,"[' i et ekteskap, og det å gå ut fra', ' for oss alle sammen. Men hvordan er det i de', ' i fare. Det kan være snakk om en trussel', ' et stykke mannfolk, må det stå med ild', ' en slags leder. Han leder på en helt annen']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,mannen,singular,male,descriptive_verb,"[' den tekniske biten.» Den første tingen hun', ' data.\nMannen går ut av bilen og mot tra', ' å kysse. Men det er eit kyss', "" å tisse.\n— Åh, er ' n god"", ' småprat. Dei fleste har ein eller annan gong']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,mannen,singular,male,descriptive_verb,"[' ta det. Hva ville han si hvis hun fortalte ham', ' forholde seg overfor slike mennesker. Og så sier jeg til', ' oppføre seg ved en begravelse; ikke over', ' komme seg gjennom livet. Jeg hadde gått ut fra at', ' behandle denslags. — Jeg må si De har']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,han,singular,male,descriptive_verb,"[' holde seg orientert om hva som skjer her i', ' se på når de blir eldre, da kommer de', ' seige sex. Han har gjort det i åre', ' sove i solen, han går ikke i annet enn', ' kjenne varmen hennes. Når han har hendene rundt ryggen']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,han,singular,male,descriptive_verb,"[' bruke den, han er sikker på hvordan den virker,', ' få dem til å gå.\n«Nå er vi', ' gjøre det. Og ingen i hele verden vil hindre ham', ' bruke en pistol.\n- Mordene - kommer', ' få henne ut av fatning, men på den annen']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,han,singular,male,descriptive_verb,"[' den som er ute og gjør jobben.\nSir N', ' en avdanket spradebasse, hans', ' i den alderen.\nHan går og går. Uten å ha', ' med på et intervju i lokalavisa, som han', ' en annen - slik som du var ment å være']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,han,singular,male,descriptive_verb,"[' alt som skjer i skogen.\npå kua.\n', ' å ta sjansar. Han gir blanke,', ' ski, det er bare å vente.\nHan står og', ' innspelingsidéar. det hender ofte at', ' det der.\n«Jeg vil også begynne å bokse.']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,han,singular,male,descriptive_verb,"[' bære seg ad. Og om han påsto han', ' bruke en slik.\n«Ikke som jeg kunne se.', ' ta vare på sin far på denne utflukt', ' oppføre seg. Han var en fremmed, en under', ' ta seg av sårede dyr.\n- Det er i']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,faren,singular,male,descriptive_verb,"[' være opptatt av og å være til hjelp for andre,', ' spille fotball mens de venter ved baggasjebånd', ' snakke med Dem.\nLILJAN BERG M', ' skrive og spille. Så det er viktig at hun', ' ha besøk og at de trives der. Kanskje kan mor']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,faren,singular,male,descriptive_verb,"[' handtere slike problemer. Han ser en mann gå bort', ' få venner.\nJudith ser opp, og faren k', ' være.\ner ikke slik at pappaer vokser av', ' gjøre det. Du kan alltids dra på besøk til', ' ta det første skrittet.» Hun var ikke lenger']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,faren,singular,male,descriptive_verb,"[' død i mange år. Til gjengjeld har hun en', ' et hjelpemiddel i en vanskelig tid for de to', ' en slags avledningsmanøver og en måte å', ' en mannlig figur i en amerikansk fjernsynsserie.', ' sammen og ha en lykkelig sommer på øya.\nDet eneste']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,faren,singular,male,descriptive_verb,"[' sånt, han har gjort noe liknende mot sine', ' det med å snakke. Han snakkar mykje om', ' bunnen, men det tar tid før det kommer til', ' å seile:)\nog pappa kjører sakte nedover', ' dette, men seiv faren hans har aldri greid å']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,faren,singular,male,descriptive_verb,"[' behandle barn. I dette tilfellet var det åpenbart at faren', ' elske henne. Han så det samme glimtet i mor', ' ta imot et barn, det var ikke et spørsmål om', ' håndtere en situasjon hvor to kvinner er villige til å', ' klare seg i slike situasjoner.\nmedisinstud']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,sønnen,singular,male,descriptive_verb,"[' lage ting, men hun trenger ikke å vite hva det', ' ta det med ro og ikke ha det for trav', ' være i nærheten av faren til enhver tid, og som', ' spille på dem for meg når vi har spillek', ' komme hit en gang imellom. Nå hadde hun']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,sønnen,singular,male,descriptive_verb,"[' få dem til å vare.\nJeg har lest brevene', ' omgås med en far.\nHan ser på meg og', ' komme seg dit. Jeg skal ikke lyve for', ' bruke den, og hvor lenge man skal holde på med', ' oppføre seg under en kamp.\nJo, men han']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,sønnen,singular,male,descriptive_verb,"[' det avgjørende slaget. Slaget ved Ennis,', ' for den farløse, og at Gud er en', ' et slags vitne til morens død. I virkeligheten skal', ' farlig. Jeg skal også nevne at man så sent', ' en slags forlengelse av farens liv. For å']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,sønnen,singular,male,descriptive_verb,"[' gitar og synger fine låter. Han er ikke så', ' å gi klemmer. I hvert fall når hun ikke', ' det. Gutten holder på å bli en fin liten', ' ski og spiller fotball, og så har han en', ' ski. Og han har mye mer erfaring med sk']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,sønnen,singular,male,descriptive_verb,"[' takle sin fars depresjoner. Det fantes andre midler enn', ' ta vare på dem. De har vært helt fra seg', ' behandle kvinner. Og han hadde sagt han syntes ikke at', ' behandle en kvinne, og han var ikke sikker på', ' oppføre seg. Et ord som «far er død,']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,gutten,singular,male,descriptive_verb,"[' ta på meg. Jeg vet ikke hva jeg skal gjøre.', ' stå i døråpningen og lytte. Jeg lurer', ' spille på pianoet.\n- Det er det ingen', ' gå sin egen vei og ha hemmeligheter, og nå', ' holde til her av og til.\nI samme øyeblikk som']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,gutten,singular,male,descriptive_verb,"[' komme seg løs.\ngutten har skjønt hvordan mekan', ' gjøre det og gir ham noen mynter og litt', ' dø. Da er man ingen lenger, og han er', ' overleve i den store tomheten. Han forstår, slik', ' elske. Det virker også som om han kjenner sine']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,gutten,singular,male,descriptive_verb,"[' både snill og slem, og kan kanskje være', ' «i slekt med våre forfedre», men de', ' en av gutta? sa han på italiensk uten å', ' en etterkommer i rett nedstigende linje fra', ' i et forhold. Jeg skal bli med ham på kino']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,gutten,singular,male,descriptive_verb,"[' skøyter.\nLærerinnen vil at elevene på', ' det han gjør, og at han har evner til å', ' å finne ut ting, og å sette sammen ting slik', ' fiolinen,» svarer jeg.\n«Han har', ' sladder.\nPeters kone er en ivrig']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,gutten,singular,male,descriptive_verb,"[' bruke kniven. Han lærte meg at den er det', ' gjøre det med jenter. Han hadde lært seg det,', ' forholde seg til sin herres gjester. I tillegg', ' oppføre seg. Nå, det var jo selvfølgelig ikke', ' behandle en kvinne.\n- Du synes dette er komisk.']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,broren,singular,male,descriptive_verb,"[' bli dullet med. Forholdet til broren og', ' lage små dramaer.\n«Mamma har fått en', ' erte henne.\nikke alltid snill.\nHjemme', ' sette navnet på alle jentene som besøker ham, seiv om', ' stjele.\n«Du har st jålet alle']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,broren,singular,male,descriptive_verb,"[' slåss - med knyttnevene!\nR', ' elske. Derfor er det kanskje bra at de er', ' håndtere slike ting?\nså må du ikke finne deg', ' se ut.\nMartin holder på med et eller annet', ' ta seg av et barn.\nlage mat og']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,broren,singular,male,descriptive_verb,"[' en vadefugl, er ikke blitt noe av', ' en gave! Jeg vet at dette er en stor', ' en som ikke er snill mot henne. Til gjengjeld', ' i nærheten.\nå holde noe skjult.\ndet du ikke', ' mer enn bare et barn. Idet den unge p']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,broren,singular,male,descriptive_verb,"[' å finne ting, for seiv om de bodde i en', ' å skyte med pil og bue. Da må vi', ' å gjera meg nervøs. Kvar gong', ' å seige de samme greiene overalt. Han', ' å gjemme seg, med sin store nese, mørke']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,broren,singular,male,descriptive_verb,"[' oppføre seg, og det var ikke for ingenting at', ' elske, og at det er like enkelt for begge', ' håndtere dem.\nRyan Slocum hadde vært en', ' behandle sin egen familie.\nhan ikke gjøre det godt', ' ta vare på en syk, blek mann. Da']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
