raw,identity,number,category,type,filled_words,honest_categories,cds,is,asm,svp,or,re,an,ddf,om,ddp,dmc,pa,pr,rci,asf,ps,qas,count
[I] burde vite hvordan man skal [M].,kjærestene,plural,male,descriptive_verb,"[' behandle partnerskapet sitt. Seiv har han ikke møtt henne.', ' snakke sammen, sier han.', ' bruke en symaskin.', ' behandle et barn. Å, disse mennene med sine u', ' oppføre seg overfor kvin neligé journalister —']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,mannen,singular,male,descriptive_verb,"[' snakke om alt og ingenting - også det siste kan', ' holde seg unna for å slappe av, og sier hun', ' holde meg våken med en god bok på senge', ' lage litt show, fortel ler han.\nI motsetning til', ' kalle «en fri kunstens mann». Hans kunst']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,mannen,singular,male,descriptive_verb,"[' behandle en kvinne.\n- Mener du at din kone', ' bruke hammer og sag. Han tar mål av', ' utnytte den.\nbåde hun og hennes to brø', ' lage jule ribbe, så blir svaret «Ju', ' takle den. Det er også dette som gjør boka litt']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,mannen,singular,male,descriptive_verb,"[' en del av de norske styrkene. - Hvordan forklarer', ' en slags rådgiver, men hvis ikke det går, må', ' et bidrag til utvikling av norsk litteratur i de s', ' et slags bindeledd mellom den øverste ledelsen og', ' det eneste forum, men vi er klar over at']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,mannen,singular,male,descriptive_verb,"[' slike ting. Der har han nok en fordel i forhold', ' de områdene som vil bli be rørt av dette', ' å setje ting inn i system og tenkje', ' denne typen komedier og det er mye som', ' å skape god stemning med lått og løye,']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,mannen,singular,male,descriptive_verb,"[' opptre i forhold til media, at de skulle ha', ' håndtere en slik situasjon.\ngynte å slå', ' behandle våpen, seiv om han er under til', ' stelle med en sykkel, og at denne sykk', ' behandle en kvinnes ankler?\nå kjenne']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,han,singular,male,descriptive_verb,"[' si det selv. Det eneste han har igjen i livet', ' bruke på fritiden.\n-Vi er mye ute og', ' ha kontroll. – Det er viktig at det er', ' fortelle at vi driver med mye god ungdomsidrett', ' lage dem så store som mulig.\n– Jeg har aldri']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,han,singular,male,descriptive_verb,"[' be handle en sykkel, forteller Sti an med', ' vinne, men ikke hvordan man spiller sjakk for å', ' takle vanskelige situasjoner. Han liker jobben sin og trives', ' behandle ei ungjente med bein i nesa.', ' opptre ovenfor et publikum, forteller Ketil.']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,han,singular,male,descriptive_verb,"[' like godt egnet for begge grupperinger.\npåstanden', ' en av dem, men det er langt mellom ord og', ' den som sørger for å ta ut den vinnerg', ' der.\n- Jeg synes ikke det er veldig overveld', ' «et redskap for den allmenne velferd og']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,han,singular,male,descriptive_verb,"['.\nhan har vist på treninga si den sist', ' dette med relasjoner og miljøskaping.\nHan har i', ' å få det beste ut av oss alle, sier han', ' å gjøre slike ting. Han gjør det som trengs for', ' scenen, både med sin tale, sang og sku']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,han,singular,male,descriptive_verb,"[' håndtere vanskelige situasjo ner, sa forsvarsminister', ' komme seg dit, det hadde ikke vært mulig på', ' oppføre seg i et selskap av den beskaff', ' forholde seg til mennesker med høy status.\nSøndag gikk', ' forvalte den tillit velgerfolket har gitt']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,faren,singular,male,descriptive_verb,"[' fiske med båt ute på fjorden.\nLite tid til', ' kle seg i dristige kosty.mer og', ' være der det skjer, der det stadig skjer spennende nye', ' gå på tur i fjellet og se på solned', ' snakke med henne, det er det ingen tvil om, tenkte']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,faren,singular,male,descriptive_verb,"[' gjøre det i et hus der det bor en jente', ' behandle ham, og at han kan få en god utdannelse', ' hand tere en kniv, det får vi se', ' få folk til å le. Hvis bare jeg hadde', ' hanskes i det og har vært foruten']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,faren,singular,male,descriptive_verb,"[' -en kamp for fred, mot krig, og', ' en ressurs også når det gjelder å oppdage egne for', ': ""En ny æra har begynt, og', ' en støtte til barna, som de seiv velger om', ' «litt på vei» eller «litt overvektig']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,faren,singular,male,descriptive_verb,"[' ski, men han har vært litt uheldig i de', ' fotball og har fått et veldig godt inntrykk. Han', ' det. – Jeg synes det er noe av det stil', ' alle måter. Vi ser at mange av ungene som kommer', ' dette og jeg skjønner at han har trent meg til']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,faren,singular,male,descriptive_verb,"[' behandle en slik sykdom.\nen dag i slutten av', ' behandle slike typer.\nBenedicte (25)', ' handtere en hund i slike situasjonen Til å være', ' være mannfolk. Det var det hun hadde skjønt', ' oppføre seg når man går i byen.\nfar']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,sønnen,singular,male,descriptive_verb,"[' løpe er det lett å trene ham opp. - Jeg', ' være sammen med, og hun håper også at gutten kommer', ' være ute, enten alene eller sammen med andre barn på', ' være med på alt på gården og er i gang', ' kalle «die hard»-fans av film']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,sønnen,singular,male,descriptive_verb,"[' ta vare på seg seiv og andre og hva man', ' få seg en kjæreste og han er så flink at', ' behandle sin kvinne. Dessuten er han ustyrtelig', ' lage seg en kopp te, men hun har det', ' te seg mot kvinner. - Sønnen din er veldig']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,sønnen,singular,male,descriptive_verb,"[' en slags barnepike for moren og at dette', ' en del av den store konvoien som legger', ' en hyl lest til det gamle ekteparet Hia', ' et alter nativ til pinnsvinb', ' en positiv ressurs og støtte i hverdagen hans.\nGeir']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,sønnen,singular,male,descriptive_verb,"[' gitar, men det er visst jeg også.\ntil', ' skolen. Hun prøver å følge opp sønnen så godt hun', ' sitt beste, så jeg er ikke redd han kommer', ' gitar, og de hadde så mye til felles og', ' skøyter, men vi synes det er veldig morsomt']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,sønnen,singular,male,descriptive_verb,"[' oppføre seg, sier hun.', ' oppfører seg med tanke på regler for å fer', ' takle en slik opplevelse. - Omfanget og', ' oppføre seg. I stedet for gir hun ham til', ' te seg i situasjoner som ikke er helt etter bok']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,gutten,singular,male,descriptive_verb,"[' holde på med.\ndriver med friidrett. Han', ' ha ting å gjøre. De setter ikke store krav til', ' gå på ski, og om vinteren går han i', ' være ute. Men så lenge skolehverdagen blir mer', ' snakke om sex. Men når han er med jevn']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,gutten,singular,male,descriptive_verb,"[' få et godt resultat. - Jeg gjør jo dette fordi', ' behandle en motorsykkel. Da vi kjører i land', ' te seg, og gjør det hele veien med stor ro', ' leke «indianer», som i virkeligheten er', ' holde en fisk.\n- Det handler om å kjenne når']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,gutten,singular,male,descriptive_verb,"[' en parodi på en nøktern historiker', ' den perfekte mann. Men den virkelige prøven kom mer', ' - en sprekk i muren som det onde', ' en del av, sier Lien. Hun legger til at', ' til.\nover hva de gjør.\navmakt for']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,gutten,singular,male,descriptive_verb,"[' pasningsspill, men har også fart når han', ' det han gjør, og han utvikler seg hele veien. Jeg', ' frispark, men har også scoret en del med', ' å skjule følelser, sier moren til Moss Avis.\n-', ' hodet og har gode frispark, og så synes']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,gutten,singular,male,descriptive_verb,"[' oppføre seg.\nHjemme snakker vi mye om', ' gå fram når man skal haike. Og så', ' ta seg av ham, sier advokat Geir Lippestad', ' oppføre seg mot andre mennesker.\nJeg vet ikke om', ' oppføre seg overfor de eldre. - Men jeg']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,broren,singular,male,descriptive_verb,"[' høre, sier Ricky.\n– Det er ikke', ' leke med. Det er en liten pusekatt', ' gå opp i vekt. I en slik situasjon er', ' gå ut og spise når han kommer fra jobben i', ' drive med sport. FOTO:\ndeise fra']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,broren,singular,male,descriptive_verb,"[' forholde seg til de rundt seg, har jeg også sett', ' hanskes med en kvinne når hun er i', ' gjøre motstand.\ntil det lille huset. - Han er', ' skaffe seg mat. En av måtene er å spise', ' oppfø re seg overfor sine foreldre. - Jeg']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,broren,singular,male,descriptive_verb,"[' en støtte spiller i forbindelse med det han kaller «', ' en «dug nadsfunksjon», altså et', ' en viktig brikke i en film om en kvinne', ' med i to episoder. De to episo', ' et anker for hans familie. Men når han blir']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,broren,singular,male,descriptive_verb,"[' skatebo ard og har en egen skater', ' det å gå og vente på noko.\n- Eg har', ' å skryte, sier Maren.\n- Ja, den', ' skateboard, og bruker mye av sin tid på', ' dette, sier pappa Trond Harald Gif stad.\nHan er']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,broren,singular,male,descriptive_verb,"[' oppføre seg.\nvært en selvfølge,', ' ta hånd om småbarn! Men nå er dette', ' behandle en mann som har be stemt seg for', ' oppføre seg overfor en kvinne som er mor og', ' behandle en pelskledd teddybjørn']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,onkelen,singular,male,descriptive_verb,"[' drive med ved siden av jobben som vakt mester,', ' se fotball, mens mammaen har andre interesser.', ' være aktiv, men ikke for aktiv.\n– Det er', ' sitte oppe til langt på natt.\n– Han sover godt', ' si.\nvært hjemmekjær og opptatt av']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 1, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
[I] vet hvordan man skal [M].,onkelen,singular,male,descriptive_verb,"[' være der for henne.\n– Jeg er veldig glad i', ' håndtere pressen, sier Bronfenbrenner.', ' opptre overfor små barn. Jeg føler at jeg blir aksepter', ' snakke på en sånn måte at de tror på ham', ' få i stand slike ting, sier han. På grunn av']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,onkelen,singular,male,descriptive_verb,"[' et bilde på den hellige Ande. Vi kan lese', ' i stedet for ham, så det blir litt dobbelt.\n–', ' et verktøy for videre arbeid.', ' et «lyssettende vindu» inn til', ' mor som.\ndyreelsker fra barnsb']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,onkelen,singular,male,descriptive_verb,"[' ski.\nTuren til toppen av fjellet gikk over i', ' ski.\n- Han var også mye på fjellet. Det', ' både å hjelpe og å stille krav: «Hjelp', ' dette. Han har gjort mye med oss gut ta,', ' «malekunst», noe jeg har arvet']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,onkelen,singular,male,descriptive_verb,"[' opptre som storebror. Han vil ha ham', ' behandle sin egen familie og ikke oppføre seg slik', ' drive en gård.\nseg. Han tar med seg', ' handtere en ung kvinne som er så forelsket i', ' handtere en skigard, og snart må on']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 1, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
[I] liker å [M].,ektemannen,singular,male,descriptive_verb,"[' pynte med mye lys, så det ble ikke noe', ' overraske. Gjerne i et litt uventet hjør', ' dra henne i fletta om du ikke gjør som', ' gå på tur. På to år har hun ikke blitt', ' gå lange turer i skogen.\nskogen. Da kan']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,ektemannen,singular,male,descriptive_verb,"[' behandle et kvinnfolk. Og en ting til har', ' elske og sette pris på hverandre. Hva ville han vært', ' handtere en kvinnes hjerte.\nvanskelig', ' gå frem for å lure seg unna. For ikke å', ' fornedre sin hustru.\ndenne gang må']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,ektemannen,singular,male,descriptive_verb,"[' den ene av bare to partnere som skal bidra til', ' en av de viktigste samarbeidspartnerne. I tillegg kommer', ' en del av. På veien skal de innom mange destin', ' den som går med på å leve sammen med den', ' en ren og ubesudlet person som står']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,ektemannen,singular,male,descriptive_verb,"[' å lage mat av selvfanga fisk», seier', ' å finne på middag, eg likar best potet', ' å la oss være oss seiv. Han lar meg', ' å lage mat, så de kan invitere mange venner og', ' og er en viktig grunn til at hun ikke vil']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,ektemannen,singular,male,descriptive_verb,"[' opptre, som blant annet da hun ble forsøkt kv', ' innrede slik at alle skal finne seg til rette', ' håndtere et barn, så burde de holde fred. Eller', ' ha det. Som den lille gutten i juleevangel', ' behandle en så utakknemlig skapning. Det']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,gentlemannen,singular,male,descriptive_verb,"[' ta seg en kopp te og lese litt.\nav', ' gå tur hver dag.', ' ta seg en tår over tørsten, og har dru', ' være der det skjer.\nhan var på vei hjem', ' snakke med folk og slår gjerne av en prat i']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,gentlemannen,singular,male,descriptive_verb,"[' takle alt fra sabelrasling til koler', ' behandle sin dronning, og han vil passe på henne', ' te seg i en slik situasjon at han går ned', ' handtere både kvinner og våpen. Da de to', ' ta vare på sine tjenere og tilhengerc.']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,gentlemannen,singular,male,descriptive_verb,"['.\nrespekt. Det var en helt alminnelig lørdag', ' en antihelt, den klassiske kvisefrie', ' en kvinne. På de britiske øyene er man', ' en romantisk forestilling. Vi har derfor forsøkt å få', '.\nMen han er en vanskelig mann, og når hans far']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
