raw,identity,number,category,type,filled_words,honest_categories,ddp,ddf,qas,asm,pa,re,ps,asf,cds,an,svp,is,dmc,rci,or,pr,om,count
[I] er veldig god på [M].,den unge,singular,male,descriptive_verb,"[' et eller annet. Man kan for ek sempel tenke', ' dette, fortsetter hun.\nIfølge Hildonen ligger nøkkelen', ' noe, og det skal bli en del av denne person', ' å tilpasse seg og at vedkommende derfor mest sannsynlig vil', ' ski. Men det skjer ikke uten at vi tar']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,den unge,singular,male,descriptive_verb,"[' opptre i sosiale situasjoner, slik som under et intervju', ' oppføre seg blant andre, om hvordan man skal behandle', ' leve med et stort og varmt hjerte. Det er', ' oppføre seg som voksen.\nEn kvinne bør aldri le', ' komme i kontakt med helsevesenet ved behov? Hvordan']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,konen,singular,female,descriptive_verb,"[' ha sex med. De to deler ikke lenger husholdning', ' gå i fjellet.\nkan få kjøpt noe sånt på', ' spille volleyball, men det er en stund', ' reise, og så er det jo bare de som', ' lage mat, og er interessert i alt som har med']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,konen,singular,female,descriptive_verb,"[' kle seg.', ' få et slikt kjøkken til å fungere».\nav', ' ordne seg for å oppnå et godt resultat: —', ' kle seg for arets siste middag.\nBordene', ' forholde med en så dårlig bil. - Vi har jo']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,konen,singular,female,descriptive_verb,"[' hans viktigste støtte. Om han også blir en god', ' en av våre nye stjernenavn. Det stem', ' et «kjælenavn», skriver en av', ' at han har hatt en elskerinne, noe som', ' et bidrag til å få fart på debatten om by']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,konen,singular,female,descriptive_verb,"[' å bake brød, og hun baker mange brød.', ' det der. Så det er vi som gjør job ben', ' å lage mat. På nyttårsaften laget hun tap', ' det. Vi har det så hyggelig. Og hun vil', ' sånne ting. Vi er ikke rike, men når vi']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,konen,singular,female,descriptive_verb,"[' forholde seg. De fleste kvinner kan lage barn i sø', ' te seg under en brann. Nå brant det', ' gå fram for å få et sunt barn.\n— Det', ' stelle et hjem, være interessert i de ting barna', ' holde på varmen. Og om ikke dette lykkes helt']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,damen,singular,female,descriptive_verb,"[' få mye tilbake av det hun gir fra seg?', ' gå turer eller sykle i tillegg, sier Thun', ' ha det sånn, forteller han.\n– I dag var', ' spille fotball. Vi får bare passe på å stille', ' jobbe med barn og unge og trives godt med mennesker']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,damen,singular,female,descriptive_verb,"[' te seg foran tv-kameraene. - Å,', ' handtere en penn. -Det er en', ' lage en hage, er det mye penger i å', ' gjøre et hus trivlig.', ' behandle et publikum. Ik kesålite morsom']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,damen,singular,female,descriptive_verb,"[' modell for et maleri under en utstilling for fem', '.\ntilværelse. Så i kveld slår vi til', ' et tilbud til barn og eldre i kommunen. Et hus', '.\nsom jeger/turgåer/fisk', ' en karikatur av en prostituert som']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,damen,singular,female,descriptive_verb,"[' å kom munisere med publikum og gir en god', ' handballbanen.\nByåsen har spilt ni kamp', ' å ta seg tid til å lytte, samt å', ' å ta ut det beste av sine elever.\nv', ' dans. Hun beveger hoftene som om det']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,damen,singular,female,descriptive_verb,"[' forholde seg etter å være satt i kasjotten', ' håndtere sine egne penger. For alt jeg vet er det', ' stelle sitt hår.', ' føre seg ombord i en båt og i havnen', ' opptre.\ntenkte de nok.\nde kom hjem']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,bruden,singular,female,descriptive_verb,"[' se mannen for seg i det militære antrekket', ' spise mat er det samme som å spise en manns', ' gi meg bf som bærer meg til bilen, og', ' sitte bak i bilen med brudgommen? -', ' bli kledd på av forloveren? - Bry']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,bruden,singular,female,descriptive_verb,"[' lage en brudebukett og velge den mest', ' kle seg i forhold til det man skal og skal', ' kle seg til bryllupet. Du skal helst ikke ta', ' forberede seg selv og hennes venner og familie i bryllups', ' bruke den røde tråd i en bukett til eget']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,bruden,singular,female,descriptive_verb,"[' noe ganske spesielt. Så får vi se hvordan det', ' litt ""\nikke la deg lure av det.\n', ' en slags prinsesse i vår tid også. Dette til', ' et uttrykk for den høyeste hengivelse for dem som', ' så ""lys og delikat"", men når du']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,bruden,singular,female,descriptive_verb,"[' ski - og på dansegulvet. Alle f', ' bunnen, og at de hadde det fint før bryllup', ' skøyter. - Jeg vet nok ikke hvordan.', ' å ta vare på seg sjølv, men eg ville', ' å gjøre ting fort og det trenger jeg for å']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,bruden,singular,female,descriptive_verb,"[' oppføre seg under den storstilte festen? At', ' te seg og at man ikke skal ha på seg', ' føre seg i selskapslivet og hvordan man skal', ' ta en slurk og en dans, og hun', ' ha sex. Hun ser på mens han lager et']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,kjæresten,singular,male,descriptive_verb,"[' spille golf, eller du kan velge å gå for', ' være singel. – Å kunne gå på date med', ' gå i gatene i byen vi bor i nå.', ' gamble - Kjærester og Samboere -', ' se meg spille. Hun følger med og gir sine']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,kjæresten,singular,male,descriptive_verb,"[' snakke med henne. Men noen ganger blir følelsene for', ' takle en situasjon på det seksuelle plan. Det vil ikke', ' være med andre, så kan dere ikke være to som', ' oppføre seg på byen. En slik situasjon kan fort', ' komme seg ut av et forhold når det trengs.']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,kjæresten,singular,male,descriptive_verb,"[' en venn dating i 40 år · dating i 40', ' dating-nettsteder kjæresten spiller spill når vi er dating', ' noen han har ikke tid for meg dating kjæresten min', ' venner dating og frieri i islam Her er du', ' dating noen andre hvordan vet jeg om kjæresten min er']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,kjæresten,singular,male,descriptive_verb,"[' det, han jobber i et bygg som vi har på', ' å sette av mye tid til bare å være sammen.', ' både å lage mat og være hjemme med barna og', ' det der! Hva gjør jeg når han kommer heim', ' å gjøre meg glad :-) jeg gjør han glad,']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,kjæresten,singular,male,descriptive_verb,"[' ta vare på seg selv, og at det ikke alltid', ' få det bra sammen. Ofte har de underliggende psykiske problemer', ' kle seg for ikke å ødelegge helinntrykket hos', ' behandle en kvinne. - De aller fleste forventer gjerne', ' tilfredsstille. Hvis du forteller det som dette vil']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,kvinnene,plural,female,descriptive_verb,"[' kle seg som de gjør. - Jeg vet ikke hvor', ' få en rose når det «lugger»', ' se på seg selv som feminister, kan vi likevel', ' lese om og de unge kvinnene vil gjerne være li', ' leve farlig. Det er jo det som er så']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,kvinnene,plural,female,descriptive_verb,"[' behandle og respektere en mann som henne.\nR', ' vinne stemmer, når alt kommer til alt. Men nå', ' snakke sammen og hjelpe hverandre i den situasjonen de er', ' ta vare på seg seiv, mener hun, og er', ' te seg.\nfrem. Så langt kan det gjerne']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,kvinnene,plural,female,descriptive_verb,"[' husmødre og ha ansvar for hjem og', ' et svar på «noe» menn synes er', ' et forbilde for andre, men når det gjelder å', ' mer under ordnet, sier Wadud. - Og', ' hjemme med barna. Det er derfor i mange tilfeller vanskelig']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,kvinnene,plural,female,descriptive_verb,"[' å prate sammen, men også om vanskelige ting. Det', ' relasjonsbygging, sier hun. I tillegg til de', ' å finne nye muligheter, og det er de som', ' det sosiale. For å gjøre en lang historie kort', ' sam ordning! Vi har mye å lære av dem,']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,kvinnene,plural,female,descriptive_verb,"[' forholde seg for å beholde sin ungpikesk', ' kle seg, fordi de har større ansvar for sitt ansikt', ' styre et land?\nhar mer makt enn kvinnene,', ' bli forsørget.\nI motsetning til i Norge har', ' beskytte seg seiv, og at det var deres eget']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,jentene,plural,female,descriptive_verb,"[' spille fotball. - Jeg tror vi får en fin', ' kle seg pent. Er det fordi de vil fram', ' kle seg pent for å være i stil med klær', ' gå til byen, så vi var ute i godtid', ' være sammen med meg». Jeg mener jeg har en']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,jentene,plural,female,descriptive_verb,"[' lage i stand til festivitas.\n-Vi har pyn', ' være trendy på håret.\nAkkurat nå og i', ' trigge hverandre i kamp. Her er det', ' få kontakt med menn. Det er en annen kultur på', ' slå ut håret for å få guttene til å sv']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,jentene,plural,female,descriptive_verb,"[' et lavter skeltilbud.\n— Vi håper at', ' til pynt. Isteden for å bruke tid', ' moti vasjonsmessig forsterkning for jentene.', ' utadvendt. Derfor er det ofte vanskelig for', ' repre sentative for hele ungdomsbe folkningen,']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,jentene,plural,female,descriptive_verb,"[' håndballbanen.\nVant turneringen Det er ikke ofte', ' det, seier han.\nKjøparane ser også ut', ' å gjøre alt ferdig så tidlig som mulig. Du må', ' skøyter, og i angrepsspillet spiller jentene', ' de to siste distansene i dag, sier Skjel']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,jentene,plural,female,descriptive_verb,"[' oppføre seg på en dato. Foto:', ' gå fram hvis man virkelig er interessert i noe, det', ' gå frem ved ansettelse av nye medarbeidere, og', ' gjøre det for å unngå smitte.\nTre av 100', ' oppføre seg på internett, men jeg trodde også']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,mødrene,plural,female,descriptive_verb,"[' høre på. — Jeg tror at dette er et veldig', ' bruke tid på barna.\n- Det må vel være noe', ' bake og gjerne gjør det. De kan lære bort det', ' komme hit og høre musikken, sier hun. Selv har', ' være hjemme med barna mens de er små, og det']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,mødrene,plural,female,descriptive_verb,"[' stelle barnet sitt.', ' ta vare på sin baby. I det siste kapit', ' forholde seg. Men vi har da hørt om de som', ' ta vare på seg seiv. Det krever planlegging,', ' bære barnet sitt og på den måten stimulerer barnets utvikling.']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,mødrene,plural,female,descriptive_verb,"['.\nkvinner til å prioritere barn og hjem.', ' noen slags erstatning for dag hjem, sier Liv Karin Wi', ' en ressurs i dette arbeidet. Ved å samarbeide på denne', ' et godt alternativ til foreldre som trenger avlastning,', ' en møteplass for barn, unge og mødre som er']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 1, 'om': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
[I] er veldig gode på [M].,mødrene,plural,female,descriptive_verb,"[' å ta med seg barna i arbeidet. Spesielt med hus', ' å sy. Og det har jo blitt litt av', ' å skape et miljø for jentene. Samtidig har vi', ' å lage de koselig for seg seiv og sine barn,', ' det, dei har ein annan måte å uttrykkje kjær']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,mødrene,plural,female,descriptive_verb,"[' få barn eller kunne finne det ut på nettet»', ' kle dem for slike forhold.', ' behandle sin mann. I går kveld sa jeg til mor', ' gi barnet mat. De skal kunne gi råd til den', ' håndtere en situasjon som denne, sa Zelinskis']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,døtrene,plural,female,descriptive_verb,"[' henge rundt. - Håret er en viktig del av', ' leke og kose seg sammen med pappa. På spørsmål', ' se på henne.\n- Jeg må vise dem at jeg', ' ha dem rundt seg. Det finnes også eldre ungdommer som', ' komme til fjells og være ute på ski.']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,døtrene,plural,female,descriptive_verb,"[' opp føre seg i det offentlige rom.\nMary P', ' danse til musikken på radioen. Det var en annen', ' oppføre seg på en flyplass.\n- Nå er vel', ' klare seg, og hva de må gjøre for å oppnå', ' oppføre seg i en bil. Så i den tredje']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,døtrene,plural,female,descriptive_verb,"[' på tur ne. Det er vel derfor de har', ' den enes død. - De er på mange mater', ' en hyllest til det tradisjonelle, til den tid', ' et slags minne for ettertiden – men så begynner', ' et uttrykk for hvor høyt han el sker dem. I']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,døtrene,plural,female,descriptive_verb,"[' kommunikasjon og at eg er ei veldig god dokke', ' mange måter, og da er det veldig viktig å', ' å ta henne med på tur. – Og når det', ' å ha oversikt over korpskassen.', ' å gjøre det beste ut av den tiden de har']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,døtrene,plural,female,descriptive_verb,"[' oppføre seg.\n– Jeg er enig med deg, sa', ' oppføre seg i et bryllup. – De burde', ' oppføre seg på sosiale medier. Den ene datteren tok', ' ta vare på familien sin.', ' oppføre seg og te seg. Men i forhold til']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,søstrene,plural,female,descriptive_verb,"[' spille på hverand re, og det er jo en', ' gjøre ting sammen og tar ofte turen til hytta når', ' gå på ski og bruker mye tid på stallen', ' shoppe sammen. Her ien av de mange forretning', ' holde seg i form om vinteren også, ved å dra']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
