raw,identity,number,category,type,filled_words,honest_categories,asm,asf,ddf,re,pa,rci,is,ps,pr,dmc,or,an,svp,ddp,cds,om,qas,count
[I] liker å [M].,jentene,plural,female,descriptive_verb,"[' leke butikk. De to venninnene i 8-år', ' ha ting å strekke seg etter, sier Ane', ' høre på. For de fleste handler det om å være', ' eksperimentere.', ' leke, mens jentene liker å snakke. Det mener']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,jentene,plural,female,descriptive_verb,"[' sette pris på sin egen kropp - og det er', ' kle seg. Noen liker å bruke den nye kjolen', ' behandle en kvinne. Og en kvinne skal vite hvordan', ' bruke en symaskin. Men de fikk i alle', ' kle seg. Jeg synes også kjolen er fin,']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,jentene,plural,female,descriptive_verb,"[' en hyl lest til hjemlandet, og en takk til', ' en støtte for foreldre og barn i det daglige liv', ' en morsom avslutning på dagen. Det er mange flere slike', ' iført en badedrakt med en spl', ' litt tøffe, men de er langt fra så tøffe']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,jentene,plural,female,descriptive_verb,"[' å ha mange venninner på samme alder. Men vi', ' hver sine ting og i tillegg er de gode på', ' å holde sammen og dra på turer og finne på', ' å backe hverandre opp.', ' å ta vare på dem som har behov for støtte']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,jentene,plural,female,descriptive_verb,"[' kle seg. Det har de ikke gjort, sier hun.', ' oppføre seg og kle seg på skolen. - J', ' ta hensyn til andre, og at det som skjedde var', ' kle seg.', ' kle seg. Det er nok mange som følger med på']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 1, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
[I] liker å [M].,mødrene,plural,female,descriptive_verb,"[' kle seg ut som hekser til Halloweenfe', ' synge for barna sine.\nnederlandske legen og', ' strikke, for det er dei vant med frå dei', ' høre. Det gir selvtillit, det viser omsorg,', ' få det gjort, så da kommer de tilbake til oss,']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,mødrene,plural,female,descriptive_verb,"[' opp dra barn.\neller kanskje ikke. Det er like', ' passe på sine barn.', ' oppføre seg. Jeg mener det er uhørt', ' kle seg for en tur på kino. Og vi', ' ha det gøy.']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,mødrene,plural,female,descriptive_verb,"[' et samlende og utviklende tilbud til kvinner i', ' en opp muntring for alle andre barn som trenger', ' forbeholdt de som ikke har råd til barnehageplass.', ' et til bud til de som er ferdig med fødsel', ' en hjelp for mødrene.']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,mødrene,plural,female,descriptive_verb,"[' å se etter og oppmuntre dem, sier rektor.', ' dugnadsånden, sier hun. Hun håper en dag', ' det, og kan gjøre det så behagelig som mulig. Noen', ' å lese barnas tegninger. Dessuten er det lettere å', ' å aktivisera.']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,mødrene,plural,female,descriptive_verb,"[' kle seg for å føle seg bra. På den tiden', ' oppdra barna og en far fortalte han hadde hørt', ' beskytte seg og være mer for siktig.', ' handtere det hvis en liten gutt tar tak i', ' bli gravid! – Tina Mondelia\nJeg']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,døtrene,plural,female,descriptive_verb,"[' lage kort og å gi gåver til vennene.', ' være kreative.', ' hjelpe til. Begge har jobba som frivil lige på E', ' jobbe med dyr og mennesker, og tror det skal gå', ' synge i kor. Men kva som var grunnen til']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,døtrene,plural,female,descriptive_verb,"[' kle seg til en festlig anledning, og', ' ta seg ut som kvinne, men å få barn', ' få til et perfekt julehus. – Vi er veldig', ' opptre mot sine medmennesker.\nDet er bare en del', ' te seg på offentlig sted.\ntilbake i tid,']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,døtrene,plural,female,descriptive_verb,"[' «lette damer». For når man har en', ' en slags oppfølger til «Mormor og de', ' en musikalsk dannelsesreise for publikummet.\n-', ' – skal jeg vise dem frem, vil jeg at de', ' en inspirasjon for andre. I alle fall virker dette å']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,døtrene,plural,female,descriptive_verb,"[' kvar sine felt.\n– På sitt beste er dei best', ' å legge igjen spor etter seg. En morgen etter en', ' å ta seg av kvarandre om nokon har det', ' å lage mat, og han gjer ne deltek litt', ' kvarandre og å kose seg i lag, og har']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,døtrene,plural,female,descriptive_verb,"[' kle seg. Men hun skjønner dem godt.', ' håndtere det å seige seg sjøl eller andre ting.', ' oppføre seg. Ikke bare fordi de er kvinner og', ' ta vare på et barn. Jeg ga dem til og', ' kle seg og te seg. Det er ikke nok å']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,søstrene,plural,female,descriptive_verb,"[' følge med på det som skjer på kjøkkenet hjemme. Mamma', ' spille fotball, fortel ler en av lærerne.', ' spille med brødrene, og så blir de som regel', ' følge med på hvordan de seiv ser ut når de', ' spille i rockeband sammen. Det er bare tromm']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,søstrene,plural,female,descriptive_verb,"[' handtere den, sier de.\nKenneth Wess', ' håndtere en bil på en trygg måte i trafikken.', ' ta vare på både seg seiv og andre.\nTre', ' ta vare på det som kan betegnes som et', ' finne en god ektemann? - Gode gener og']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,søstrene,plural,female,descriptive_verb,"[' et tilbud som skal bidra til et godt miljø både', ' en del av hverdagslivet.', ' et bidrag til å normali sere det å', ' et svar på, det vil si at det er for', ' et pustehull fra by ens stress og m']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,søstrene,plural,female,descriptive_verb,"[' ski, og det er alltid stas når de', ' å hjelpe med alt som skal gjøres heime, påpeker', ' å gi oss gode opplevingar. Det er viktig', ' å lage god stemning, og vi håper de kan', ' det de dri ver med, sier hun.']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,søstrene,plural,female,descriptive_verb,"[' håndtere situasjonen. På et tidspunkt tenkte vi på å', ' være mot hverandre.\nandre jenter, ikke minst om', ' oppføre seg, med mindre de er vokst opp i', ' oppføre seg. De vet at man ikke skal st', ' oppføre seg på nettet. De vet at de må']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,tantene,plural,female,descriptive_verb,"[' jobbe sammen. Det er jo også en fordel at vi', ' bruke tida på i sine siste timer som folkevalg', ' kalle det, og som ikke er blitt sett siden 1930', ' vise fram litt for mye av seg seiv.\nmed', ' bli kalt «mor og far», og det er']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,tantene,plural,female,descriptive_verb,"[' styre en økonomi i en krisetid. Det er', ' få folk til å følge reglene.\n– Jeg har egentlig', ' handtere slike utfordringer? Har kommunen fått nok penger', ' gjøre for å få tak i de unge.\nvære', ' håndtere det, sier Adelheid Franzen.']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,tantene,plural,female,descriptive_verb,"[' med og bestemme, og at de unge skal få', ' bindele det mellom lokalbefolkningen og representantene i', ' rådgivende representanter for de folkevalgte. De er', ' en slags «døråpner» til politikken', ' en håndbok i praktisk bruk av planlovgiv']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,tantene,plural,female,descriptive_verb,"[' å inklu dere barna, sier Toril A', ' å ta seg av hverandre, sier hun, seiv om hun', ' å finne gode ordninger for alle de frivillige, sier', ' å se de små, men veldig viktige tingene. Det', ' alle typer spill, men hun peker likevel på en god']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,tantene,plural,female,descriptive_verb,"[' behandle en slik søknad. Det endte med at det', ' opptre på TV. Det kan skape problemer.', ' gjøre det og hva man skal gjøre med folk som', ' opptre i det offentlige rom.\n- Vi ser at det', ' håndtere et møte mellom to menn som har ligget sammen']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 1, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
[I] liker å [M].,de unge,plural,male,descriptive_verb,"[' gjøre en skikkelig dugnadsinnsats og få være med', ' skrive om, sier Wisth, som ser for seg', ' synge.', ' pynte seg. Men du ser ikke forskjell på en', ' høre, som blir satt pris på.']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,de unge,plural,male,descriptive_verb,"[' oppføre seg, og sier klart nei til mobb', ' takle mobbing og kan være gode forbilder, sier', ' takle livet som tenåring og hva som er verdt', ' oppføre seg, forteller hun.\nKlubbleder', ' bruke alkohol som en ressurs i en sosial kontekst.']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,de unge,plural,male,descriptive_verb,"[' en samlingsplass, et sted der alle som vil', ' en del av den norske selvforståelsen. «En', ' noe mer enn et avbrekk i en hekt', ' på lørdagene før forestillingene, og den skal brukes', ' et bindeledd mellom ungdom og politikere.']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,de unge,plural,male,descriptive_verb,"[' å finne på nye arrangementer, som eksempelvis fotballtur', ' å spenne på seg skiene og være aktive', ' det. Når man er med på noe som er bra', ' å finne fram til det som finnes her i nær', ' å holde smittevernskravene i skolene,']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,de unge,plural,male,descriptive_verb,"[' bruke det. Så langt har ungdommene sagt at de synes', ' vise respekt overfor voksne. De oppfører seg ofte dår', ' behandle en hund på best mulig måte. – Hundene', ' ta imot mennesker som kommer fra andre land, som er', ' oppføre seg.']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,konene,plural,female,descriptive_verb,"[' komme med. Han er alltid tilgjengelig, i godt humør', ' snakke sammen om mannen er borte hele dagen, og da', ' gi seg god tid i den travle oppkjør', ' være ute i god tid. Påsken er årets høyde', ' gå i butikken å handle, er de fleste mann']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 1, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 1}",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
[I] vet hvordan man skal [M].,konene,plural,female,descriptive_verb,"[' ta imot en mann, som vender frisk og sund tilbake', ' bli gravi de. På grunn av dette var det', ' forberede og bearbeide det ferdige matproduktet. De', ' få en mann til å føle seg verdsatt.', ' innrette seg i et hjem. De finner ut at']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,konene,plural,female,descriptive_verb,"[' en del av det offentlige helsetilbudet og at', '.\nmenn og menn, kvinner og kvinner og barn og', '.\nsom blir gjort i et slikt tilfelle er å', ' – et pissoir?', ' likeverdige | Bokvennen\nAgnes R']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,konene,plural,female,descriptive_verb,"[' å finne fram til den riktige sjamanen til', ' å hjelpe kvarandre, og om ein treng hjelp', ' å følgja med på tida.', ' å stelle til både for bursdagsfeiring', ' å få til ting, og er svært aktive på frivillig']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,konene,plural,female,descriptive_verb,"[' behandle de syke», sa en annen.\nHamid', ' takle menn i forskjellige situasjonen Som for eksempel når de', ' gå kledd på vinteren, men det er vanskelig', ' takle en situasjon som den ved Alvdal. I', ' lage kålpudding, men ikke har prøv']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,damene,plural,female,descriptive_verb,"[' ha en god samtalepartner med en god oversikt over', ' bli tatt på av gutta.\njeg synes det er', ' ta en tur ut! Ta med deg strikketøyet', ' arbeide sammen og dei er sosialt, sier Bente.', ' pynte seg, så når man skal i selskap eller']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,damene,plural,female,descriptive_verb,"[' handtere ham. Denne gangen blir det derfor en utfordring', ' bruke de små grå.', ' kle seg. Ihvertfall synes vi som har observert', ' kle seg til vinteren.', ' få til en smakfull rett uten kjøtt.']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,damene,plural,female,descriptive_verb,"[' en arena som alle kan se på og der de', ' litt annerledes. – Når vi spiller live, så', ' en arena der du kan bli kjent med nye mennesker', ' et godt sted å være både for kunder og ansatte.', ' en hyllest til den klassiske, norske husmor']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,damene,plural,female,descriptive_verb,"[' å ta vare på kvarandre i fotballmiljøet.', ' å ta vare på kvarandre, men eg trur', ' å lage mat, seier ho og legg til at ho', ' og har fokus på. De er også utrolig flinke til', ' å lage mat. På bordet er det dekket med det']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,damene,plural,female,descriptive_verb,"[' kle seg. De vet at folk ser på dem, men', ' gå kledt, at det er like galt å', ' få seg tak over hodet. Ikke en eneste en', ' kle seg i dette fine været. Det er ikke', ' opptre. Det virker ikke som de er klar over']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,brudene,plural,female,descriptive_verb,"[' bli sminket og å pynte seg.', ' pynte seg, ifølge en ny undersøkelse utført av You', ' bli kjent før bryllupet – Beautysole', ' ha pene øredobber i ørene,', ' sette sitt person lige preg på brudekjolen']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,brudene,plural,female,descriptive_verb,"[' velge den rette brudekjole\nHjem\nOm oss', ' oppføre seg etter en vielse.\nå gå', ' bruke smykkene, sier gull smed Ebbe', ' kle seg til et bryllup. Hvis det er en', ' kle seg korrekt til den store dagen. Det er en']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,brudene,plural,female,descriptive_verb,"[' «kitschy», men hun liker også', ' både som et kulturelt innslag og kanskje som en', ' like ulike som mennesker. – Noen vil ha et enkelt', ' unike og personlige. En brud kan ha mange forskjellige', ' en mot vekt til et samfunn der det er mye']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,brudene,plural,female,descriptive_verb,"[' å finne smale sko med høye hæler. Men', ' det. Men at dette ikke er noe alle kvinner kan,', ' å følge med på Instagram og se på bryllupsfe', ' å pynte seg, så er det mye å si', ' å ta vare på seg selv, og ikke minst å']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
