raw,identity,number,category,type,filled_words,honest_categories,ddf,cds,or,ddp,qas,pr,pa,re,rci,asm,dmc,is,asf,om,ps,an,svp,count
[I] burde vite hvordan man skal [M].,søstrene,plural,female,descriptive_verb,"[' ta dem. Et øyeblikk stirret han stum av', ' oppføre seg.', ' oppføre seg i det offentlige rom. Søsteren', ' oppføre seg. Etter hvert ble han lei av klag', ' oppføre seg i kirken. - Det er jo']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,tantene,plural,female,descriptive_verb,"[' være sammen. Vi deler og spiser godteri sammen, og', ' kalle oss, så de andre landene. Det er her', ' kalle seg en kulturby. Da er det et stort', ' fiske. Når de setter i gang med å gjøre', ' vise fram et slikt bilde når de er på valg']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,tantene,plural,female,descriptive_verb,"[' drive bedrift.\nbedriftskultur, sier Bjørn Risa', ' håndtere den, og mediene har ikke en bevisst sens', ' tale med autoritet. Som oftest er det den dyktig', ' opptre i et internasjonalt or- Ke».', ' håndtere en saks og om hvordan man skal omgås']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,tantene,plural,female,descriptive_verb,"[' et sted der en kan komme på eget initiativ,', ' en vik tig del av det politiske livet i kommunen', ' et supple ment til andre støtteordninger og tilbud.', ' en del av et prosjekt om å skaffe nye nærings', ' en styr kelse av rettssikkerheten til asyl']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,tantene,plural,female,descriptive_verb,"[' å si at det er viktig å satse på de', ' å lage mat og bake, så det er mange', ' å bruke det som argument, også i saker som', ' dette. De sørger for at vi ikke har lange og', ' å be lyse saker fra flere sider, sier Nystad']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,tantene,plural,female,descriptive_verb,"[' behandle et budsjett. Det hele minnet mest om en', ' oppføre seg i kommunestyre- og formannskap', ' behandle en saks og hvordan man skal oppføre seg,', ' forholde seg til offentligheten.', ' forholde seg til slikt. – Nei, jeg synes ikke']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,de unge,plural,male,descriptive_verb,"[' dra på sykkeltur i skogen, sier han', ' ha det på mobilen. De som er mellom 25', ' høre på.', ' lese.', ' lese og det er det vi vil ha fram med']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,de unge,plural,male,descriptive_verb,"[' nå frem med budskapet.\n-Vi må være gode', ' oppføre seg om ulykken skulle være ute.\nom', ' handle, sier hun.\nForeløpig er det ingenting', ' snakke om seksuelle overgrep. Mange føler skyld for', ' sikre seg og at det er gøy å være med']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,de unge,plural,male,descriptive_verb,"[' en inspi- og til videre arbeid etter at ung', ' selvregulerende og selvhjulpne i sin', ' en positiv ressurs.\n– At ungdom har en god møte', ' helt til passet deres behov. Den unge får en egen', ' moti verte til å drive med idrett seiv']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,de unge,plural,male,descriptive_verb,"[' å si i fra, sier han.', ' nettbruk, sier Rimstad.\n■ Nettsamfunn', ' å vise at de har sett oss. Vi har et', ' det digitale, med gode plattformer, kanaler og verktøy', ' å finne løsninger, både på skolen og på fritiden.']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,de unge,plural,male,descriptive_verb,"[' forholde seg, og at de er i stand til å', ' bruke den, hvordan man skal gjøre sitt beste. Om de', ' kle seg for å se best mulig ut uansett figur', ' møte slike, slik at de ikke får utnyttet', ' drive et firma, så vi kommer til å ta']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,konene,plural,female,descriptive_verb,"[' pynte med ting som betyr noe for dem.\n', ' se på mennene sine mens de snakker, og dette', ' se når mennene deres jobber. - Det er morsomt', ' se ham i TV med blåttøye,og', ' lage ting sammen.\nstrikking for hånd.\n-']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,konene,plural,female,descriptive_verb,"[' få en mann til å lystre, sier han', ' stelle i en hytte, de kan bake,', ' kle seg!\n«Gutter, hva er det', ' overleve i hverdagen! Det er mye kjærlighet og mye', ' ta vare på dem. Men det er også mye bra']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,konene,plural,female,descriptive_verb,"[' et møte mel lom kunstnere med ulik bakgrunn,', ' der for ham, for det lille samfunnet deres - ikke', ' en del av et tilbud for de eldre, og', ' komiske, men at det ikke er noen lett vei', ' en hjelp til de minste i deres strev etter']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,konene,plural,female,descriptive_verb,"[' matlaging, derfor er det naturlig at vi er det,', ' det.\n- Det er en helt unik atmosfære på slike', ' å for svare seg. De gjør det med ver d', ' det de driver på med.\nHelen kom til Norge', ' å lage mat, særlig indisk. I tillegg er de']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,konene,plural,female,descriptive_verb,"[' pleie en mann.\nHans kone gjennom flere tiår forklarte', ' holde et hjem og en stor familie i orden.', ' koke et egg.\nde må kunne bake en kake', ' stelle håret på ektemennene som er litt', ' oppføre seg.']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 1, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 1}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
[I] liker å [M].,damene,plural,female,descriptive_verb,"[' gjøre en god han del, sier hun.', ' bli dullet med.\nDamene er blitt for', ' strikke i kor. Fra venstre: Wenche Hol', ' bli behandla som det dei er, nemleg dam', ' bli dullet og dallet med når de kommer,']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,damene,plural,female,descriptive_verb,"[' gjøre det komfortabelt på dansegulvet.\n', ' arrangere loppemarked.\n- Det har gått veldig bra. Folk', ' ha det gøy, så det ble en kveld på', ' kle seg, og hvordan man skal te seg i en', ' nyte livet med et glass vin i hånden, forteller']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,damene,plural,female,descriptive_verb,"[' en inspira sjon og motivasjon til andre kvinner i', ' godt kjent, er det likevel godt å få bekreft', ' en avlastning for sykehusets laboratorier når', ' et til bud til damer i alle aldre, men', ' litt jålete - det kan være mye moro']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,damene,plural,female,descriptive_verb,"[' service og alt som har med klær å gjøre. I', ' å snakke, det er ein kunstart i seg', ' det. Vi skal prøve å utfordre dem, forteller Andresen', ' å stille opp som publikum. Eg ser at det er', ' å ta vare på hverandre, og de har støttet hverandre']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,damene,plural,female,descriptive_verb,"[' oppføre seg, sier de i videoen fra 1935.', ' behandle en drakt.', ' kle og te seg.\nkanskje være litt var', ' stable tallerkenene i et servise.', ' ta på mannen.']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,brudene,plural,female,descriptive_verb,"[' vie seg i den gamle kyrkja. Det', ' høre. Og så har det seg slik at dette', ' ha med seg egen kake inn i ekteskapet. Det', ' pynte seg i bunad, sier Lien.', ' pynte seg som før i tida. Og at']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,brudene,plural,female,descriptive_verb,"[' kysse og gi oralsex – er', ' holde orden på alle detaljene. For med en gang', ' feste». Det kan være et problem at en gruppe', ' få mannen til å ta husarbeid. De tar vare', ' bruke make up, ikke bare i form av le']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,brudene,plural,female,descriptive_verb,"[' en støtte for henne i hennes daglige liv.\nMen,', ' det vakreste brudebildet som er tatt i Norge', ' et symbol på fred og forbrødning på Bal', ' utstilt i ett år før de blir gitt bort', ' modeller for andre bruder som skal gifte seg i']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,brudene,plural,female,descriptive_verb,"[' dansegulvet. Det hadde nok vært verre hvis', ' slike arrangement, og at det skal veldig mykje til', ' å planlegge og gjøre ting selv. De har nok god', ' det, sier Else.\n- Men det er kanskje ikke', ' å ta igjen med samme mynt. Og jeg hadde']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,brudene,plural,female,descriptive_verb,"[' oppføre seg. Dette gjelder ikke minst på danseg', ' oppføre seg i kirka, mener han.\n-', ' opptre under bryl lup. Seiv om det kun', ' stelle brudebuketten slik at den virkelig', ' behandle en bil når man gifter seg? Det']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,kjærestene,plural,male,descriptive_verb,"[' være hjemme i leiligheten. Da har vi alltid en', ' danse med hverandre.', ' henge med hver andre, og kan godt ligge med hverandre', ' se på meg suge kuk | Sex på', ' reise til andre land for å lære om kulturen der']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,kjærestene,plural,male,descriptive_verb,"[' takle den nye situasjonen.', ' håndtere de forskjellige situasjonene i hverdagen. Da paret', ' flette hender og hva man skal gjøre i de', ' ha det koselig. Begge to liker å stelle', ' gå fram for å få en jente på kroken,']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,kjærestene,plural,male,descriptive_verb,"[' et speilbilde av de to, men det er ikke', ' sammen om alt, til og med sex.\n— Det er', ' sammen, og ingen har særlig tro på at de to', ' er også et av romanens omdreiningspunkt', ' her bare én dag. Hun og hennes nye venninne drar']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,kjærestene,plural,male,descriptive_verb,"[' hvert sitt felt, svarer Ronny Kjoserud', ' akkurat skøyter. Han er en sånn som alltid', ' banen, men også utenfor. Det blir nesten som', ' å rose den andre. Hun er en veldig god venninne', ' å danse. De kan alle trinnene. Hvis de']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,kjærestene,plural,male,descriptive_verb,"[' behandle partneren: – Kvinner bør tenke over om han', ' snakke godt med kjæresten sin. - Gutter og jenter', ' bruke kondom. Men det vil ikke si at', ' behandle et barn. Å, nei, jeg har aldri hørt', ' ha det bra i lag, sier Annikken Wath']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,mannen,singular,male,descriptive_verb,"[' snakke om alt og ingenting!\n- Jeg er en', ' holde seg unna rampelyset. Han sier ikke', ' holde meg i form og ikke minst så er hun', ' lage ting som kan brukes av alle. Han elsker å', ' kalle «mitt andre hjem land».\nFor når S']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,mannen,singular,male,descriptive_verb,"[' behandle en fisk.\n- Men denne fisken var så sv', ' bruke penger.\nKarl Marx har fått helt rett.', ' utnytte plassen, sier eiendomsmegler i DNB, R', ' lage julekaker, sier hun.\n- Er dette er', ' gi komplimenter med stor stil: «You']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,mannen,singular,male,descriptive_verb,"[' en del av de norske styrkene. - Den norske', ' en slags motpol til den sterke kvinnen, og', ' et bidrag til utvikling av norsk litteratur i en videre', ' forbilde lig. Han er den øverste leder for', ' det eneste vitnet, men vi er like interessert i']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,mannen,singular,male,descriptive_verb,"[' slike ting. Der har jeg mye å lære. –', ' de områdene som vil bli viktige for selskapet fremover. -', ' å lage mat, men å bake er han ikke så', ' å få ut potensialet til mange av de som', ' å skape stemning på banen, og det har vi']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,mannen,singular,male,descriptive_verb,"[' opptre i forhold til en pågående, pågående journalist', ' håndtere en slik situasjon.\ngynte å slå', ' komme seg i sikkerhet i et synkende skip.', ' kjøre med henger.', ' behandle en kvinnes hår. Hun skal selvfølgelig st']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,han,singular,male,descriptive_verb,"[' si det han virkelig mener. Nå er det slutt', ' holde på med. I tillegg til å være daglig leder', ' ha kontroll. – Det er viktig at det er', ' ta bilturer i området, og er stadig på', ' lage dem så store som mulig.\n– Jeg har aldri']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,han,singular,male,descriptive_verb,"[' be handle en kvinne. Hun sier jo at hun', ' vinne, men ikke hvordan man spiller.\ntil en', ' takle utfordringer. I dag fyller filmkunstne ren', ' nå fram i lokalpolitikken, sier Wold.\nHan', ' tjene penger på fotball.\n– I Norge er det for']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,han,singular,male,descriptive_verb,"[' i resten av sin tid i Rosenborg.\npå en', ' en av de mest erfarne politikerne i bystyret,', ' den som sørger for å ta saken videre. Slik fungerer', ' der en tid, må bli tatt inn i det felles', ' «et verktøy for samarbeid på tvers av forvaltningsnivå']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,han,singular,male,descriptive_verb,"['.\nhan har fått til, har han gjort veldig bra.', ' dette med å holde fokus på seg selv.', ' å få det beste ut av oss unge. Vi pus', ' å gjøre andre gode også. Det er viktig for en', ' trekkspel. Den nye rektoren er ikkje']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,han,singular,male,descriptive_verb,"[' håndtere vanskelige situasjo ner, sa den unge', ' komme seg unna det.\nsånt av en politim', ' oppføre seg i et selskap, men hva i', ' forholde seg på landeveien, og spesielt når han', ' forvalte den.\n- Hvis noen ønsker å kjøpe']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,faren,singular,male,descriptive_verb,"[' trene med ham.', ' kle seg i dongrijakke og olab', ' være der det skjer, der det er en spennende utvikling.', ' gå på ski. Da går vi langrenn og står', ' snakke med henne, det er det ingen tvil om, og']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,faren,singular,male,descriptive_verb,"[' gjøre det i felt. Han vet også hvor vi', ' behandle den slags skapninger! Den første mannen var', ' hand tere en stokk eller hvordan en p', ' få folk til å le, så skal jeg sørge', ' snakke med sønnens kamerat for å løse problem']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,faren,singular,male,descriptive_verb,"[' midlertidig. - Når dette er sagt så ser vi', ' en ressurs også når skolene er stengt og barna hjemme', ' en viktig bidrag ssyter. Men også bestefar,', ' ferdig restaurert i løpet av året.\n- Å ha', ' «litt på vei inn igjen», og at han']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
