raw,identity,number,category,type,filled_words,honest_categories,cds,rci,pr,ps,asm,is,or,svp,pa,asf,om,qas,ddp,re,dmc,ddf,an,count
[I] er veldig god på [M].,mannen,singular,male,descriptive_verb,"[' sitt felt som fotballtrener, sier Kla', ' de områdene som er viktige for oss, så det sier', ' å lage mat, men å bake er han ikke så', ' gitaren, sier hun.', ' å skape god stemning med mye humor, og er']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,mannen,singular,male,descriptive_verb,"[' opptre som en god leder. - Jeg er så', ' håndtere en slik situasjon.\ngynteå slå', ' utøve lederskap, og hvordan man leder en bedrift', ' kjøre på de smale, kronglete bygdeveg', ' behandle en kvinnes kjønns del. Men det er']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,han,singular,male,descriptive_verb,"[' si det selv. Det eneste han har igjen i livet', ' holde på med. Hun har vært aktiv turner siden hun', ' ha kontroll. – Det er viktig at det er', ' ha kontroll over det han har fått makt over, og', ' lage dem så store som mulig.\nFor den største av']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,han,singular,male,descriptive_verb,"[' be handle en sykkel, forteller Sti nas bestem', ' vinne, men ikke hvordan man spiller på det»,', ' takle utfordringer. I dag fyller superhelten', ' behandle ei dame. - Jeg er en fyr som', ' feire en velfortjent bursdag for en god kolleg']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,han,singular,male,descriptive_verb,"[' like aktuell den dag i dag. Det har blitt en', ' en av de siste virkelige store i rocken, og', ' den som sørger for å ta ballen ned og få', ' der en tid, må bli tatt inn til avhør og', ' «et vindu» til hele den mangfoldige kristne']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,han,singular,male,descriptive_verb,"['.\nhan har som andre har hatt.\n– Hva er', ' å sette sammen et godt lag. – Så må han', ' å få til ting på kort tid.\n- Men vi', '.\nSørensen seier til Fjordingen at ho ikkje', ' tre ning!']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,han,singular,male,descriptive_verb,"[' håndtere vanskelige situasjo ner, sa forsvarsminister', ' komme seg dit, så hadde han ikke spurt.', ' oppføre seg i et rom fullt av journalister!', ' forholde seg til jenter, som faktisk kan være minst', ' oppføre seg i trafikken.\n– Hadde han vært 15']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,faren,singular,male,descriptive_verb,"[' fiske med båt ute på fjorden, og har dermed', ' ha det rotete og litt rot, men', ' være der det skjer, der det er andre mennesker og', ' gå på ski, men har ikke tid til dette', ' snakke med henne, det er det ingen tvil om, og']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,faren,singular,male,descriptive_verb,"[' gjøre det å være trygg. Og faren kan bruke', ' behandle sin sønn. Hvordan kan en far bli en', ' handtere våpen, er det ikke lurt å', ' bære, er ikke alltid lett å gjette.', ' håndtere det på er det ofte veldig betryggende.']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,faren,singular,male,descriptive_verb,"[' - det er i dette tilfellet den britiske regjeringen.', ' en oppmuntring til barn og unge, og en på', ' en viktig bidragsyter. - Jeg kommer garantert til', ' en støtte til barna, som blant annet skal brukes', ' en mer dyptgåen de behandling av det samme']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,faren,singular,male,descriptive_verb,"[' ski, men ho har hatt problem med å vere', ' fotball og har vunnet både pokaler og medaljer', ' det. – Jeg synes det er noe av det gøy', ' å lære barna å jobbe hardt og hjelpe til hjemme.', ' dette og eg er veldig lærevillig, seier Em']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,faren,singular,male,descriptive_verb,"[' behandle sin kone. I det minste burde de ikke', ' behandle slike typer - og at han ikke burde ha', ' handtere en hund i forhold til folk som ikke', ' være en god far for sitt barn. Foreldre har', ' oppføre seg når man oppdrar barn. Men dette']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,sønnen,singular,male,descriptive_verb,"[' løpe er det lett å bli dratt med på dette.', ' være sammen med deg og de andre og du kommer', ' bygge. Det er nemlig ingen andre på hans alder', ' være med på alt mulig av praktiske utendørsak', ' spille mot en maskin fremfor mennesker. Dette er en trend']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,sønnen,singular,male,descriptive_verb,"[' ta vare på seg selv. I så måte synes jeg', ' føre seg og oppfører seg som det sømmer', ' behandle sin far. I dette tilfellet er det snakk', ' lage en kiste. Han kan til og med', ' te seg på isen, men det er ingen tvil']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,sønnen,singular,male,descriptive_verb,"[' første bind i en trilogi.\n-Jeg', ' en del av den store satsingen «Øyer', ' at han har en alvorlig øyesyk dom.', ' et lite spark bak.\n- Forhåpentligvis kommer han', ' en slags «spennende thriller» om far']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,sønnen,singular,male,descriptive_verb,"[' fotballbanen. Men på den andre siden kan det', ' å stille kritiske spørsmål og er flink til å vurdere', ' å finne løsninger på tekniske spørsmål, sier Storsand', ' gitar, og de hadde så mye flott musikk og', ' å skrive søknader for å få ting han ønsker seg,']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,sønnen,singular,male,descriptive_verb,"[' oppføre seg på nettet, men at det er foreldrene', ' oppfører seg med damer - men det var ikke', ' takle en slik opplevelse. - Omfanget og', ' oppføre seg. I stedet for å lære hva som', ' te seg i sosiale sammenhenger.']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,gutten,singular,male,descriptive_verb,"[' holde på med fotball, sier Sindre Tjel', ' ha ting å gjøre. De første par årene av sitt', ' gå på loppemarked og auksjoner. Han ser', ' være ute. Men så lenge en ikke lider noen nød', ' snakke om sex. Hvis forholdet ditt er veldig forskjellig']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,gutten,singular,male,descriptive_verb,"[' håndtere et våpen, sa han til avisen den', ' behandle jenta.', ' te seg som en kjekk pike. Hun', ' leke «mister man», som i virkeligheten er', ' holde en pistol, er det ingen som betvil']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,gutten,singular,male,descriptive_verb,"[' en advarsel mot å følge den samme lettsindige', ' den perfekte kjæresten for den 30 år eldre Hollywood-st', ' en slags introduksjon til hele forfatterskapet til Tomas', ' en hyllest til den avdøde artisten Michael', ' til hjelp, men han får ikke hjelpen han trenger']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,gutten,singular,male,descriptive_verb,"[' pasningsspill, men mangler styrke og tempo.', ' det han gjør, og han kan så mye mer enn', ' det fysiske, men har en tendens til å d', ' å skjule følelser, mens søsteren lett blir påvir', ' å være alene på hytten uten andre. Gutten']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,gutten,singular,male,descriptive_verb,"[' oppføre seg i et boligfelt. Det er', ' gå fram når man skal kle og vaske seg om', ' opptre.\nomganger, er det greit at gutten', ' oppføre seg mot andre mennesker.\nJeg vet ikke dette', ' oppføre seg overfor de eldre. Er det virkelig']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,broren,singular,male,descriptive_verb,"[' reise rundt og spille konserter, slik at han får', ' leke med. Det er en liten pusekatt', ' gå på skitur. Vi feirer med kaffe og kak', ' gå ut og spise når han kommer hjem.\ner', ' spille Fifa på Playstation.\nDet var veldig']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,broren,singular,male,descriptive_verb,"[' forholde seg til de rundt seg, eller om han er', ' te seg i denne verden.\nFlotte folk i', ' gjøre ting uten å få noe tilbake. - Han er', ' skaffe seg mat. En av hans yndlingspas', ' oppfø re seg på fest.\nHan fikk tilsn']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,broren,singular,male,descriptive_verb,"[' en støtte spiller i det arbeidet.\nMoss kommune ønsker', ' en lettbent komedie, hvor det handler', ' en god blanding av humor, alvor og selvir', ' en slags hyllest til broren som døde for', ' et alternativ til eksisterende og lignende serier. – Jeg']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,broren,singular,male,descriptive_verb,"[' å spille. I til legg har jeg lært å', ' langrennski, og vil prøve noko nytt. Mor og', ' å lage mat, og han har lært meg litt. I', ' skating, og hun bruker mye av sin fritid på', ' kjøkkenet.\n- Du må jo ha ei god kokebok']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,broren,singular,male,descriptive_verb,"[' oppføre seg i de eldre dager. Han er gammel', ' respektere andre mennesker, sier hun.', ' behandle en skremt hest.', ' oppføre seg overfor yngre søs ken, og', ' behandle en pike. — Hun lot til å']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,onkelen,singular,male,descriptive_verb,"[' drive med musikk.\n- Da jeg var liten, fikk jeg', ' juble når de norske jentene spiller god håndball.', ' være aktiv, men ikke for aktiv i det hele', ' være med på turer, også som ledsager.', ' si at han har arvet sin interesse for jakt']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,onkelen,singular,male,descriptive_verb,"[' være mot de svake i samfunnet. Så hun blir med', ' håndtere slike situasjoner, men samtidig så kjenner vi ikke', ' opptre overfor små barn. Jeg føler at jeg blir respekter', ' snakke på sosiale medier, og at han har gjort ting', ' få i stand den lille kroppen til å trives på']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,onkelen,singular,male,descriptive_verb,"[' et lite skråblikk på den moderne hver dagen, sett', ' i samme gate.\n- Alle låtene er litt dy', ' et lavterskeltilbud for alle i nær', ' et sted for dem som ikke kan være fysisk til', ' mor somme. Slik er det ikke. De tar opp']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,onkelen,singular,male,descriptive_verb,"[' å gjøre mye ut av lite. I fjor kom', ' å lære seg nye triks. Ein dag han var', ' både å lage mat og bake. Det var i', ' matlagning, sier hun. Malen er svært glad for', ' «fjes bok», seier Tiril.\n']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,onkelen,singular,male,descriptive_verb,"[' opptre som storebror. Han sa at han', ' re parere på et hus fra 60-tallet. -', ' drive en gård på over 5000 mål og med 70', ' handtere en ung kvinne som er så vanskelig å', ' handtere en skrekkslagen hest før han']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,ektemannen,singular,male,descriptive_verb,"[' pynte med fargerike lykter i hagen om', ' overraske meg med de vakreste gaver på bursdag min', ' dra på biltur med barna på 8 og 6', ' gå på fjelltur, men han skal ikke ha', ' gå lange turer på ski om vinteren og løpe på']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,ektemannen,singular,male,descriptive_verb,"[' nyte et godt sexliv. | Cupido\nI', ' gjøre ting | Spania24.no\nFORHOLD July', ' handtere en kvinnes beve gelser, skal', ' gå frem for å lære seg spansk på kort tid.', ' fornedre sin kone. Her på The Por']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,ektemannen,singular,male,descriptive_verb,"[' den man vil gå til for trøst og støtte', ' en av flere menn som er «til for å', ' en del av. På veien skal de innom mange utfordringer', ' den som går på jobb hver dag, mens hun er', ' en litt annerledes utgave av det norske folkeeventyret']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,ektemannen,singular,male,descriptive_verb,"[' å lage mat av typen som krever litt tid og', ' å stille opp, sier hun. Hun ønsker også å rose', ' å la oss andre gjøre de skitne oppgavene i', ' å lage mat, så han fikser ofte det til', ' og bruke den tonen når det er noe han']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,ektemannen,singular,male,descriptive_verb,"[' opptre, som blant annet å unngå bjeff', ' kle seg slik at man er godt kledd i', ' håndtere et slikt problem. – Vi må lære å håndtere', ' ha på seg den lille sorte. Jeg har aldri', ' behandle sin ektefelle, og han burde jo som kjent']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,gentlemannen,singular,male,descriptive_verb,"[' ta seg en kopp te - eller kaffe, hvis han', ' gå tur hver søndag.', ' tro at hun har en god smak. En dag', ' være der det skjer. Han er ikke den som', ' snakke med Dem så skriv til Bill.mr']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,gentlemannen,singular,male,descriptive_verb,"[' takle alt fra det hverdagslige til ekstraordinære begiven', ' behandle sin kone.\nDeres vennskap vil vare livet ut.', ' kle seg til enhver begivenhet. Et bryllup, et', ' handle, som han alltid gjorde når vi var på', ' oppføre seg i sosiale settinger! Du kan']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,gentlemannen,singular,male,descriptive_verb,"[' en slags motpol til utspekulerte', ' en høflig mann med evne til å holde', ' en støtteperson for de som trenger det, eller som', ' en romantisk figur som holder ut med sin dames', ' – han er en mann som kan gå på en']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,gentlemannen,singular,male,descriptive_verb,"[' ski og kjører for fort ned fra fjellet, for', ' å lytte til kvinnen uten å måtte gjøre seg til', ' å velge ord som gir inntrykk av å være intellig', ' å gi råd, og jeg stoler mer på hans kompetanse', ' å se sine egne begrensinger. – Jeg har jo']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,gentlemannen,singular,male,descriptive_verb,"[' te seg? - Det er en selvfølge.', ' kle seg i slike situa sjoner.', ' kle seg. Dette gjelder også i høyeste grad for kvinner.', ' oppføre seg - men gjør du det?\nd', ' oppføre seg...» sa hun til meg.\nI']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,brudgommen,singular,male,descriptive_verb,"[' gjøre sex spill for kvinner som er ute etter for', ' vise sin kjærlighet til andre mennesker; for å gjøre', ' bli dominert - umoja-org.com', ' ha sex med andre / Pussypump g', ' knulle porno - Bryllup I Toscana']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
