raw,identity,number,category,type,filled_words,honest_categories,dmc,svp,pr,ps,rci,or,asm,om,is,ddf,cds,asf,ddp,qas,pa,an,re,count
[I] liker å [M].,damene,plural,female,descriptive_verb,"[' lese, men de leser ikke så mye. I kveld', ' bli tatt på av menn.\nmenn som liker å', ' ta en tur rundt juletreet. Og damene', ' arbeide sammen.\n— Jeg må nok skuffe dere med', ' fiske fra kajakk. Jeg liker det ikke. Jeg']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,damene,plural,female,descriptive_verb,"[' ta seg av en kjekk fremmed kar og få', ' bruke de små grå - i tillegg til at de', ' kle seg. Hva skal vi gjøre med deg? Hun må', ' oppføre seg og være søte og pyntelige, så', ' få til alt og kan få alt til å se']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,damene,plural,female,descriptive_verb,"[' en illustrasjon av at det i en situasjon kan', ' litt annerledes. De er lette og luftige, og', '.\n«Morris og jeg kommer til å ha', ' et godt hjelpemiddel - ikke bare til å finne', ' en hyllest til den klassiske romantikken, og']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,damene,plural,female,descriptive_verb,"[' å ta imot gjestene med en kopp te.\nST', ' å snakke om slike ting. I vår familie går ingenting', ' å lage mat,» var kommentaren fra en av', ' hår. Hun er den flinkeste.\n- Jeg tror', ' sminke.» Lex rynket på sin']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,damene,plural,female,descriptive_verb,"[' arrangere blomsterbuketten Det bør være noe slikt', ' ta seg av en baby.\nDe fleste av oss hadde', ' gå fram for å vinne dem!\n- De kommer', ' oppføre seg i selskapslivet.\nsom ikke', ' oppføre seg. Jeg mener, vi må da ha noen']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,brudene,plural,female,descriptive_verb,"[' bli pyntet og å være utkledd på', ' få seg en smak av champagne etter seremon', ' bli beundret når de er «brudepike', ' ha pene krøller og vakre kjoler eller', ' sette brudepikekjoler oppå hverandre og']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,brudene,plural,female,descriptive_verb,"[' velge den rette bruden med det rette antre', ' oppføre seg og hva en bryllupsfeiring skal', ' bruke sminke. De skal prøve sminke til bru', ' opptre under festlighetene. I de fleste tilfeller går', ' bruke, men de er ikke de eneste som har']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,brudene,plural,female,descriptive_verb,"[' «en skisse til et annet samfunn, preget', ' både unge og ugifte, og det blir også', ' like store, og at det ikke er lov å ha', ' anagrammer som gjør en hvilken som helst kvinne', ' en fortelling å gå og vente på et barn.']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,brudene,plural,female,descriptive_verb,"[' å finne smale sko med høye hæler. Men', ' det. Men han kjenner dem ikke like godt som meg,', ' det. Han var på brudaudane sin alder.', ' å pynte seg, så de fleste er ganske opptatt', ' bryllupsfest. Hvis du har en fin kjole.']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,brudene,plural,female,descriptive_verb,"[' oppføre seg. Når hun ser at brudeparet', ' opptre under en vielse, hvordan man skal gå opp', ' pynte seg.\nHENRIETTE - Ja,', ' gå opp midtgangen ien kirke, og hvordan', ' forholde seg i en sådan stund, for å fremstå']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,kjærestene,plural,male,descriptive_verb,"[' bli fortalt hvilke klær de skal kle seg i og', ' gå på skoleball og gå ut sammen uten an', ' være i sentrum.\nkatt som koser seg i', ' gå på kino og se action-fUmer. Noen', ' høre!\nNår de fleste gutter som er sammen med']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,kjærestene,plural,male,descriptive_verb,"[' bruke dem. Og det er nettopp det som er meningen', ' elske og holde ut med en kvinne.\nHan sukket', ' gjøre seg til for menn - man kan nesten si', ' takle dette.\nSÅ DET VAR DET. Du er', ' flørte, er det noe rart at flere av']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,kjærestene,plural,male,descriptive_verb,"[' noe mer enn bare venner, men i en situasjon hvor', ' gode elskere, men den romantiske rammen er ikke', ' et forum for utveksling av erfaring, tanker og meninger', ' en slags kompis. «Åpenbart. Jeg', ' uerstattelige.\nhadde gjort seg stor']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,kjærestene,plural,male,descriptive_verb,"[' en måte som gjør at jeg får lyst til å', ' å kommunisere og kan snakke veldig godt sammen om alt', ' et eller annet vis, men de har problemer med', ' å gå ut og spise middag innimellom. Det', ' å finne de riktige stedene for sånne som meg. Når']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,kjærestene,plural,male,descriptive_verb,"[' behandle en kvinne, men i stedet er de opptatt', ' behandle en kvinne, hvorfor hun hadde rømt med', ' behandle kjæreste, vil ikke si at det var en', ' behandle en slik jente, for alt annet har jo', ' ha det moro. Dessuten vil de snart gi meg']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,mannen,singular,male,descriptive_verb,"[' være sammen med deg. Det kan han selvsagt være. Men', ' ha det varmt rundt seg. Han ville ikke like å', ' tenke at hun får ham til å virke mindre på', ' få en kvinne som ikke ber om noe for seg', ' bruke sin tid akkurat som ham, og avviser tanken']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,mannen,singular,male,descriptive_verb,"[' oppføre seg i denne sammenheng,» sa K', ' finne et sted der det fins ro. Og likevel', ' slå folk til marken. Det var da også det', ' oppføre seg som en mann. Det er ikke mange', ' utnytte dette faktum på en smart måte, og en vakker']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,mannen,singular,male,descriptive_verb,"[' en av flere som skal kunne bevitne dette.', ' for både menn og kvinner.\n- Jeg mener det er', ' i stand til å holde oversikt over hva det koster', ' et alternativ for menn som må eller kan avt', ' en veileder for den kommunale kultursektoren, men den']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,mannen,singular,male,descriptive_verb,"[' den tekniske biten. Jeg er helt avhengig av det', ' å lese tegn. Han var veldig flink. Han', ' å kjefte med stemme, men ingen skjønner', ' å lytte, sa Rachel og la fra seg', ' småprat. Jeg forteller at jeg bare er på']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,mannen,singular,male,descriptive_verb,"[' ta det. Hva mer? A bli med meg til', ' forholde seg for å ikke gjøre en tabbe eller', ' oppføre seg ved en begravelse.\n■ r', ' takle en situasjon som den som oppsto i kveld.', ' behandle denslags. — Jeg må si De har']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,han,singular,male,descriptive_verb,"[' bli fortalt eventyr, men han vet også å lytte', ' se på når de spiser middag, da snakker de', ' seige sex. Han har solgt sex siden han', ' sove i solen, han går ikke i butikker lenger,', ' arbeide. Det kan bli ganske slitsomt for deg.']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,han,singular,male,descriptive_verb,"[' skape kontakt med publikum. Her er noen historier fra en', ' få dem til å gå.\n«Nå er vi', ' gjøre det. Den nye generasjonen er likeglad', ' bruke en pistol.\n- Mordene - hva', ' få henne ut av fatning, men på den annen']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,han,singular,male,descriptive_verb,"[' et verktøy som gir dem en sjanse til å hjelpe', ' en av de mange som skal fylle ut søknadsb', ' i stand til å holde og bære byrdene sine', ' med på et intervju i lokalradioen for å', ' en veileder - slik som denne lille boken skulle være']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,han,singular,male,descriptive_verb,"[' alt han velger.\n- Det kan godt hende, sier jeg.', ' å ta initiativet. Det er derfor han trenger deg', ' ski, det er ingen som henger seg på h', ' innramming og har vært det i mange år.', ' det der.\n«Jeg også.» «Jeg har ikke lyst']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,han,singular,male,descriptive_verb,"[' bære seg. Det ville ikke ha vært på plass å', ' bruke en slik.\n«Ikke som jeg vet av.', ' ta vare på sin kropp, har du hørt noe', ' oppfore seg. Vite hvor viktig han er —', ' ta vare på seg, og det skulle hun bare være']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,faren,singular,male,descriptive_verb,"[' være opptatt av og å være til hjelp for de', ' spille fotball mens de ser ut av vinduet. De', ' snakke med Dem.\nLILJAN BERGL', ' skrive og spille. Så sier han at jeg er', ' ha meg hjemme og de trives i hverandres selskap']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,faren,singular,male,descriptive_verb,"[' bære seg ad med en nyfødt, og det', ' få dem til å falle — akkurat den virkningen', ' være.\ner ikke slik at pappaer er sånn', ' opptre med takt og vennlighet. Han har alltid', ' ta det og hva det heter, og da er']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,faren,singular,male,descriptive_verb,"[' en avlastning av farens rolle som familie', ' et hjelpemiddel i lærerens arbeid med undervisningen.', ' en slags avmystifisering og rasjonalisering av', ' en håndverker eller en bonde. I dag er', ' et speilbilde av en bestemt gruppe menneskers syn på']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,faren,singular,male,descriptive_verb,"[' sånt, han har gjort noe lignende - han fikk', ' det å gi folk oppgåver og ansvar og tillit', ' bunnen, men det tar tid før det kommer noe', ' å seige meg ut på de gode dagene.', ' dette, men seiv er han ikke så flink, og']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,faren,singular,male,descriptive_verb,"[' behandle barn. I dette tilfellet var det nødvendig med to', ' bruke dem; og det samme gjelder de fleste som', ' ta imot et barn, er bare barn et par timer', ' håndtere en slyngel. Men da hans hustru fikk', ' klare seg i slike situasjoner.\nmedisin, og']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,sønnen,singular,male,descriptive_verb,"[' lage ting, mens andre trenger å lære det for å', ' ta det med ro og helst være inne hvis han', ' være i nærheten av faren til denne kvinnen og sønnen', ' synge om kjærlighet for meg.\n(som har sett meg', ' gjemme seg.\nkjekken og kler']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,sønnen,singular,male,descriptive_verb,"[' få dem til å tro.\nJeg hørte meg seiv si', ' omgås penger, og han forstår at moren er glad', ' komme seg dit. For dem er det ingen annen', ' bruke den, og hvor lenge man skal holde på med', ' oppføre seg under en hvilken som helst del av']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,sønnen,singular,male,descriptive_verb,"[' det avgjørende bevis for at foreldrene ikke er å laste', ' for den alminnelige kvinne og mann og at det å', ' et forsøk på å rette på en del av disse', ' farens arving.\nDet var gått fem år. S', ' en slags ""åndelig far"" for ham, fordi']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,sønnen,singular,male,descriptive_verb,"[' gitar og synger bra. Men det er tydelig at de', ' dette med å lære på egen hånd, uten foreld', ' dette med å holde på hemmeligheter. Det hadde han', ' ski og spiller håndball, og så har han en', ' ski. Og han har mye mer erfaring med sk']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,sønnen,singular,male,descriptive_verb,"[' takle sinne.\nMari var en nydelig liten jente', ' ta vare på dem. De har vært helt fra seg', ' behandle slike dyr, sa han.\n— De er ikke i', ' behandle en kvinne, siden han var så gammel og', ' oppføre seg. Et ord som «farlig»']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,gutten,singular,male,descriptive_verb,"[' ta på henne og klappe henne - han kan', ' stå i døråpningen og lytte. Jeg lurer', ' spille på trommer. Han liker trommer. Jenta', ' gå opp til bålet og leke at det er', ' holde til her?» sa hun og pekte ned']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,gutten,singular,male,descriptive_verb,"[' komme seg løs.\nglemmer at de har vært', ' gjøre noe, og gir ham bare et lite puff,', ' holde seg for nesen og øynene - han er', ' ta livet av mennesker med en kniv i hånden,', ' elske ham? Det er ikke nok å være et']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,gutten,singular,male,descriptive_verb,"[' både snill og slem, og kan også være', ' «i slekt med», som vi pleier å si.', ' en avstøpning av hans egen far, og', ' symbolet på et enkelt liv: Han har jo', ' uten et hjem som skal stå til ansvar, et hjem']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,gutten,singular,male,descriptive_verb,"[' skøyter.\nog hun er en ekte viking!\n', ' det han gjør, og at han har et talent som', ' å finne frem kart og å sette sammen ting han', ' ski.\nHANNE: Er han? Åssen', ' sladder.\nPeters far er en av']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,gutten,singular,male,descriptive_verb,"[' bruke kniven. Han lærte meg å lage pil og', ' gjøre opp ild. — Han har lært seg det,', ' forholde seg til et dødt legeme, med tanke', ' oppføre seg. Nå, det var jo ikke annet', ' behandle en hest.\n- Du synes dette er urettferdig']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,broren,singular,male,descriptive_verb,"[' bli tatt bilder av. Foran i et glit', ' lage små dramaer hjemme. Henne har de hatt', ' erte henne for det. - Men vi har jo', ' lage mat og få familien til å le.\nat', ' stjele.\n«Du har st jålet alle']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,broren,singular,male,descriptive_verb,"[' slåss - med en stein. Det er derfor', ' elske. Derfor er det kanskje bra at jeg er', ' spille på det. Og så må du ikke tro at', ' behandle en slik situasjon, hvordan man skal møte sine', ' ta seg av et barn.\nlage mat og']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,broren,singular,male,descriptive_verb,"[' en karakterstudie av det uekte og kunstige.', ' en gave fra hans ""lillebror"" på', ' en bro mellom disse to verdener, må han få', ' i samme tilstand som ham - om han da ikke', ' mer enn bare et barn. Idet handlingen skifter fra']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,broren,singular,male,descriptive_verb,"[' å finne ting, så man skulle ikke tro det fantes', ' dette med «story-telling» (alt', ' å lese, og han har ofte vist meg en', ' sushi og hun er veldig god på å', ' å lage god mat. Du kan lære mye av ham.']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
