raw,identity,number,category,type,filled_words,honest_categories,om,ddf,asf,cds,pa,rci,qas,asm,an,is,svp,ps,pr,or,re,ddp,dmc,count
[I] er ment å være [M].,tanten,singular,female,descriptive_verb,"[' en politisk vaktbikkje over for regjeringen,', ' midler til å støtte den fattige delen av befolkningen.', ' et viktig virkemiddel for å skape engasje ment rundt', '.\nderer en person som ikke er så mye', ' en motvekt til regjeringen, ikke en del av']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,tanten,singular,female,descriptive_verb,"[' å fange opp og gi hjelp til dem som faller', ' å formidle politikk på ein forståeleg og enga', ' å skaffe seg et sosialt nettverk, han er veldig', ' å formidle. Det å fortelle historier er en viktig', ' å synge, og at alle er veldig flinke til']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,tanten,singular,female,descriptive_verb,"[' kjøre bil og at hun ikke skal kjøre slik at', ' behandle våpen og forholde seg til dem, poengterer han.', ' lede en organisasjon. Hun sitter på stortinget,', ' forholde seg til dette spørs målet. Han viser', ' oppføre seg når det gjelder påkledning av']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,den unge,singular,male,descriptive_verb,"[' jobbe? Hvis du jobber får du tid til å', ' gjøre for å unngå konflikter og krangling. Men', ' kle seg i gutte klær, og i tillegg har', ' se på filmer.\nsom handler om hester og livet', ' bruke penger i Norge? – Det har jeg ikke']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,den unge,singular,male,descriptive_verb,"[' lage mat. Kokken i huset har i tillegg gått', ' slåss, eller hvordan man skal ta en kvinne', ' behandle penger. Hun har nemlig arvet dem etter gr', ' slåss.\nmed forfølger og det hender han', ' oppføre seg og om de kan oppføre seg,']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,den unge,singular,male,descriptive_verb,"[' et korrektiv. Noen av mine venner sier at', ' for dem som er spesielt interessert. Det er kanskje', ' både snill og velstelt.\npå at den', ' til alle døgnets tider, er det greit at', ' en innbytter som kan komme inn og snu']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,den unge,singular,male,descriptive_verb,"[' og gjør en veldig god jobb i, sier Jansen', ' bana, og at her er ein god ressurs med', ' og som jeg ikke kan være fomøyd med meg', ' de fleste distanser, har god kapasitet tross sine unge', ' dette området, sier Janne Stokkan. Hun jobber']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,den unge,singular,male,descriptive_verb,"[' oppføre seg og ikke la seg manipu l', ' oppføre seg i alle situasjo ner,', ' oppføre seg på skolen, og hvor dan man skal', ' ha det gøy, men de eldre kunne ikke være', ' forholde seg til andre mennesker. Det er dette med at']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,konen,singular,female,descriptive_verb,"[' pynte litt til jul.\ntil den store dagen.', ' jobbe med henden e og er glad i hage', ' kjøre fort. Da jeg var ung, og ble', ' jobbe på kjøk kenet og er i utgangspunktet', ' gjøre det. Som om hun hadde en liten hemmelighet.']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,konen,singular,female,descriptive_verb,"[' ta vare Då hus og hjem, så jeg håper at', ' til berede og kombinere ingrediensene på enklest', ' håndtere en slik situasjon. Hun vet nok hva hun går', ' gjøre det.\nKristendommen er ikke vår største relig', ' behandle en konge. Men så kommer hun til å']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,konen,singular,female,descriptive_verb,"[' en «koseklubb» som bare skal arrangere', ' den som bærer barnet, på samme måte som han', ' en kort inn føring i «koneklubben', ' med på hele turen, som starter 25. februar neste', ' - en arena der mannfolk kan slå av en']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,konen,singular,female,descriptive_verb,"[' å ta vare på hverandre. De går i kirken til', ' dette med gjenbruk og miljøvern, og hun', ' å skape ro.\n– Hun passer på meg. Hun passer', ' det.\n- Konen min jobber mest med det administrative', ' å holde alt i orden. Nå har de for']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,konen,singular,female,descriptive_verb,"[' få ting gjort. Man nen skulle derimot kjenne sitt ansvar.', ' opp føre seg og ikke legge seg opp i andres', ' drive en gård.» Men samtidig er han redd', ' stelle hjem i et yrke der det arbeid', ' stelle for en mann. Hun bør derfor være dyktig']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,damen,singular,female,descriptive_verb,"[' ha noe å stelle med.\nmen hun hadde', ' reise. Nå gjør hun begge deler på en gang', ' gi folk opple velser.\nikke bare i', ' stelle med blomster til hun var 91 år, og', ' reise i inn- eller utland, tar gjerne imot']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,damen,singular,female,descriptive_verb,"[' kle seg, kan jeg være litt mer forsiktig i butikk', ' ta det,» sa en gang en klok mann. Det', ' sette seg til bords. Om ikke for egen del,', ' kle seg etter kroppen når man har gått ned så', ' skape suksess og suksess. Men han liker ikke hvordan']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,damen,singular,female,descriptive_verb,"[' en slags støttepilar for den som sitter i', ' en honnør til den innsatsen som gjøres lokalt', ' med på de fleste aktivitetene. – Det er ikke', ' innfallsporten til selve byen - og byen', ' til hjelp for alle eldre husmødre.\n']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,damen,singular,female,descriptive_verb,"[' nettopp piskede egge hvite.\nFRIS', ' det og vet hva hun holder på med. Hun har', ' å prate, og jeg får noen gode spørsmål i', '.\nvære en dame med sjans.\nsom de', ' og at hun derfor ble tatt ut til å delta']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,damen,singular,female,descriptive_verb,"[' tømme en bil: Bilen er nemlig utstyrt med', ' få fart på folk. Hun er ei dame med tæl', ' oppføre seg?\nklesskapet som hun hadde', ' holde sin egen bil ren og ryddig, for', ' gå frem underen demonstrasjon av en slik art.']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,bruden,singular,female,descriptive_verb,"[' være i sentrum denne dagen, sier hun og smiler.\n', ' synga og å kle seg ut. Til helga skal', ' pynte seg, er et velkjent fenomen.\ndetaljer', ' få det store glasset med vin i fanget av', ' ha sin dag og sine gjester så private som mulig,']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,bruden,singular,female,descriptive_verb,"[' kurtisere, så hun ikke blir avvist', ' gjøre sine ho ser grønne. Det er derfor ikke', ' stelle i stand når man skal ha bryllup i', ' oppføre seg. For nå kan den nye kronprin', ' gjøre en vellykket aften.\nmed et glimt i øy']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,bruden,singular,female,descriptive_verb,"[' en slags filmkunstens svar på «My fair', ' iført bunad. Brudens far er ikke blant', '? spør Nancy Herz.\nFilmen om', ' en parodi på vår tid og av vår tids', ' en «bryllupsgave» av et litt annet']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,bruden,singular,female,descriptive_verb,"[' å ordne det koselig i forkant. Jeg er veldig', ' den biten, mener hun. ', ' brudevalsen. Derfor valgte jeg henne. Hun og', ' mat og vin.\n- Det er kanskje ikke den mest', ' kjøkkenet, men har aldri vært noen kløpper i']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,bruden,singular,female,descriptive_verb,"[' stelle seg til for at hele dagen skal kunne', ' bære en brudebukett slik det kreves i', ' oppføreseg. ', ' te seg i etbryllup. Hun ble således', ' bruke denne fine pynten for å ta seg godt']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,kjæresten,singular,male,descriptive_verb,"[' dra i svømme hallen eller på fotballkamper.', ' bli massert på ryggen.\npå kroppen til kjære', ' gjøre sammen.\n- Vi vil prøve ut forskjellige ting som', ' lage god mat: lofotskrei med', ' drive litt med hand arbeid på fritiden.\n-Det']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,kjæresten,singular,male,descriptive_verb,"[' være seg seiv, at man skal være trygg på', ' ha sex, og man er redd for at man', ' oppføre seg ordentlig. Det er et av de', ' ta hand om kvinner - seiv de med litt for', ' behandle en kvinne.\n- En god kvinne er en som']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,kjæresten,singular,male,descriptive_verb,"[' ero bringa og den seksuelle akten. Det', ' en slags motor, eller et «anker» i', ' en re lativt passiv aktør. Vi har vel', ' det første som tar farvel. Her er han ved', ' et valg man kun skal si ja til om man']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,kjæresten,singular,male,descriptive_verb,"[' å lage mat, så det blir en god del middag', ' det. Vi blir aldri lei av hverandre. Jeg liker ikke', ' «small talk» og tar veldig lett på', ' dette med romantiske komedien Her er det', ' kjøkkenet.\n- Han blir veldig glad når han får hjemmelaget']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,kjæresten,singular,male,descriptive_verb,"[' ta i tu med de søte små. Men så', ' bære seg ad for å gi inntrykk avatde', ' oppføre seg. Her sammen med barna Ella Sofie', ' behandle det mest dyre bare man har - seg seiv', ' behandle en mann? Da hun blir tvunget til å']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,kvinnene,plural,female,descriptive_verb,"[' ha det pent rundt seg. Det er noe av årsak', ' få i gave.\nsom står bak den årel', ' ha dem på. Her kan du se noen av de', ' drive slik at de kommer borti mange for skjel', ' lage, sier hun og er spent på responsen.']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,kvinnene,plural,female,descriptive_verb,"[' håndtere et våpen. Nå er det om å gjøre', ' stelle pent med sine barn og om sorgsf', ' behandle dyr». Det har han rett 1. De kvinnene', ' kle seg – i hvert fall i et vinter-OL', ' behandle mannen sin for å få et godt liv. Det']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,kvinnene,plural,female,descriptive_verb,"[' en arena som først og fremst skal gi rom for', ' et sup plement til dagens helseteneste, som', ' i forhold til deres ønsker og behov, og hvilke menn', ' en motvekt til. - Det er blitt slik at', ' en av våre fremti dige økonomiske hovedkil']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,kvinnene,plural,female,descriptive_verb,"[' det. De er de beste til å lage mat, og', ' samhandling, fortel dei to instruktørane.\nInstruktør', '.\n– Vi ønsker å fortsette den gode trenden vi', ' å være til stede i egen kropp. Å høre', ' å lage stemning, forklarer Glesnes. Det er']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,kvinnene,plural,female,descriptive_verb,"[' oppdra et lite barn og et hjem. ', ' unngå å havne i det f orhatte nettet.', ' kle seg til sin egen figur, ikke til mannen', ' gjøre det. Nå lærer de hvordan de ikke skal gjøre', ' behandle menn, men hun har aldri hatt noen mannlige be']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,jentene,plural,female,descriptive_verb,"[' ta seg av. De to yngste av dem har med', ' synge og danse. ', ' høre på. For de fleste er nok dette en ny', ' gå på fotballkamper, men det er slett ikke', ' leke, mens de mindre årige guttene er mest']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,jentene,plural,female,descriptive_verb,"[' sette pris på.\ndansene. Det blir ikke', ' kle seg. Noen liker å bruke den nye trendy', ' behandle en kvinne. Og en kvinne skal vite at', ' flørte, det er helt sy kelt!', ' kle seg. Jeg synes også at klesstilen']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,jentene,plural,female,descriptive_verb,"[' en inspira sjon- og treningsmulighet for', ' en mot vekt på samme måte som det er en', '.\nav jentene i alderen 16 til 18 år og', ' iført en badedrakt med en gjennomsiktig', ' både til nytte og hygge. I det siste tilf']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,jentene,plural,female,descriptive_verb,"[' å vise omsorg. De har mye empati og', ' hver sine ting og i tillegg er de gode venner,', ' å holde sammen og dra hverandre i riktig retning. Dette', ' hver sin måte. Og da er det moro å stille', ' ski også. De fleste av oss har jo en del']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,jentene,plural,female,descriptive_verb,"[' behandle en PC.\nJENTER: Det er for få', ' ta vare på dem. - De må få skikkelig opplæring', ' ta vare på sitt eget hår, og for klare forskjellen', ' kle seg. Men de kunne jo få til en bra', ' ta vare på det skjøre og delikate']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,mødrene,plural,female,descriptive_verb,"[' kle seg ut som hekser til Halloween.\n-', ' synge for barna på de res eget sprog.', ' strikke, for det er blitt en del gensere', ' høre. — Det er ikke det at jeg er', ' få, men som vi dessverre gir så altfor lite']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,mødrene,plural,female,descriptive_verb,"[' opp dra barn - og de fleste andre voksne også.', ' passe på sine egne barn.\ndervisning og gode', ' te seg i møte med en bjørn og at', ' kle seg for en vinteraktivitetsuke.\nMOL', ' ha det gøy. Og de har tatt imot det']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,mødrene,plural,female,descriptive_verb,"[' et samlende og utviklende bidrag til at mødre', '.\ntiltak for å styrke integreringen av innvandrere', ' en viktig faktor i utvikling en av leseferdigheter', ' et til bud til de gravide uten særlig nettverk,', ' en hjelp og støtte i arbeidet mot abort.\net']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,mødrene,plural,female,descriptive_verb,"[' å fortelle sine unger at de er gode som de', ' å stille opp når elevene drar på tur til steder', ' det, sier hun.\n- Hvordan skal dere få bar ne', ' å lese barnas tegninger. Dessuten er det lettere for', ' å aktiviseres, spesielt er de opptatt av at']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,mødrene,plural,female,descriptive_verb,"[' kle seg for å holde var men, sier Marte,', ' ha det morsomt og trives, og han vil ha', ' beskytte de nyfødte fra å miste hodet på grunn', ' handtere det hvis en liten gutt eller pike', ' stelle dem. Det er ikke vanskelig, sier hun']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
